TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz
8694382.000000,0.006,-0.036,1.006,0.03,0.02,-0.04,-24.92,30.68,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694392.000000,0.001,-0.032,1.010,-0.01,0.06,-0.06,-24.92,30.68,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694402.000000,0.006,-0.035,1.003,-0.03,0.18,-0.06,-24.92,30.68,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694412.000000,0.002,-0.034,1.011,-0.03,0.14,-0.00,-24.92,30.68,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694422.000000,0.002,-0.032,1.007,0.03,0.20,-0.00,-24.92,30.68,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694432.000000,0.003,-0.035,1.009,-0.05,0.16,-0.02,-24.35,30.39,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694442.000000,0.003,-0.032,1.009,0.05,0.02,-0.06,-24.18,30.39,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694452.000000,0.003,-0.034,1.006,0.07,0.04,-0.04,-23.96,30.68,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694462.000000,-0.001,-0.034,1.007,-0.01,0.08,-0.02,-24.13,30.27,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694472.000000,0.002,-0.035,1.010,0.09,0.14,0.08,-24.23,30.58,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694482.000000,-0.001,-0.032,1.007,0.09,0.18,-0.04,-22.98,29.81,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694492.000000,0.002,-0.036,1.006,0.05,0.08,-0.00,-23.25,29.81,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694502.000000,0.002,-0.032,1.005,-0.01,0.12,-0.02,-22.75,30.00,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694512.000000,0.003,-0.032,1.005,0.07,0.16,-0.02,-23.35,29.89,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694522.000000,0.002,-0.032,1.009,0.01,0.10,0.02,-22.93,29.93,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694532.000000,-0.001,-0.032,1.007,0.05,-0.06,-0.04,-23.77,29.85,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694542.000000,0.001,-0.034,1.010,0.03,0.12,-0.00,-23.81,30.54,-22.21,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694552.000000,0.002,-0.034,1.007,0.15,0.08,-0.04,-23.63,30.35,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694562.000000,0.002,-0.034,1.006,0.05,-0.04,-0.00,-24.00,30.00,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694572.000000,0.002,-0.034,1.007,0.07,0.14,-0.02,-23.73,30.08,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694582.000000,-0.001,-0.035,1.010,-0.01,0.00,0.08,-23.89,30.04,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694592.000000,0.003,-0.034,1.005,0.09,0.10,-0.04,-24.18,30.27,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694602.000000,0.002,-0.035,1.009,0.01,0.18,0.04,-24.18,29.67,-23.00,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694612.000000,0.000,-0.034,1.006,0.05,0.08,-0.02,-24.08,29.89,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694622.000000,0.002,-0.035,1.006,0.05,0.04,0.02,-23.89,29.85,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694632.000000,0.001,-0.032,1.007,0.05,0.12,0.04,-23.35,30.77,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694642.000000,0.001,-0.032,1.006,0.13,0.00,-0.11,-23.81,30.17,-23.00,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694652.000000,0.003,-0.034,1.007,0.09,-0.02,0.04,-23.67,30.35,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694662.000000,0.002,-0.032,1.011,0.05,0.10,-0.00,-23.67,30.31,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694672.000000,0.001,-0.034,1.009,0.05,0.06,0.04,-23.58,30.27,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694682.000000,-0.002,-0.035,1.006,0.03,0.10,0.04,-24.23,29.77,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694692.000000,-0.001,-0.034,1.007,-0.01,0.08,-0.04,-24.18,29.48,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694702.000000,0.001,-0.035,1.010,0.05,0.12,-0.04,-24.31,29.81,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694712.000000,0.002,-0.035,1.002,0.01,-0.02,0.02,-24.27,29.67,-22.88,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694722.000000,0.002,-0.030,1.011,0.03,0.10,-0.04,-24.58,30.04,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694732.000000,0.004,-0.032,1.009,0.01,0.16,0.02,-24.50,28.93,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694742.000000,0.003,-0.032,1.007,0.03,0.14,0.04,-23.50,28.81,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694752.000000,0.001,-0.034,1.011,0.01,0.12,-0.00,-24.00,28.98,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694762.000000,0.002,-0.034,1.011,0.11,0.12,-0.00,-23.85,28.98,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694772.000000,0.002,-0.032,1.011,0.13,0.14,-0.08,-23.89,28.98,-22.21,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694782.000000,0.002,-0.035,1.006,-0.01,0.12,0.08,-24.31,30.23,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694792.000000,0.002,-0.034,1.010,0.01,0.16,-0.00,-24.68,29.71,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694802.000000,0.003,-0.034,1.010,-0.05,0.25,0.06,-24.64,30.04,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694812.000000,0.001,-0.032,1.007,0.05,0.12,-0.02,-24.81,30.23,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694822.000000,0.000,-0.034,1.006,-0.03,0.23,-0.04,-24.58,29.85,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694832.000000,0.002,-0.032,1.009,0.03,0.02,-0.04,-24.00,30.46,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694842.000000,0.002,-0.034,1.006,0.03,0.00,0.04,-24.73,30.17,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694852.000000,0.001,-0.034,1.007,0.07,0.04,-0.00,-24.42,30.27,-22.96,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694862.000000,0.001,-0.035,1.011,0.03,0.18,-0.02,-24.58,30.23,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694872.000000,0.002,-0.036,1.009,-0.01,0.06,-0.00,-24.58,29.93,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694882.000000,0.002,-0.034,1.010,-0.01,0.14,-0.00,-23.58,29.58,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694892.000000,0.001,-0.031,1.013,0.09,0.06,-0.04,-23.89,29.67,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694902.000000,0.003,-0.031,1.009,0.05,0.06,-0.02,-23.73,29.81,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694912.000000,0.002,-0.035,1.010,0.07,0.08,0.04,-24.00,29.48,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694922.000000,0.002,-0.032,1.013,-0.03,0.10,-0.00,-24.00,29.31,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694932.000000,0.002,-0.036,1.009,0.05,0.06,-0.08,-24.08,28.75,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694942.000000,0.004,-0.032,1.009,-0.05,0.14,0.04,-24.00,28.85,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694952.000000,-0.001,-0.032,1.007,0.07,0.04,-0.02,-24.27,28.98,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694962.000000,0.002,-0.035,1.006,-0.01,-0.04,-0.04,-23.73,28.98,-22.29,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694972.000000,0.002,-0.035,1.007,0.09,0.14,0.04,-24.18,29.21,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694982.000000,0.003,-0.032,1.009,0.07,0.06,0.02,-23.73,29.93,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8694992.000000,0.002,-0.035,1.010,0.01,0.08,-0.08,-23.50,30.23,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695002.000000,0.002,-0.034,1.011,0.07,0.12,-0.00,-23.63,30.13,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695012.000000,0.002,-0.032,1.009,0.03,0.10,-0.00,-23.58,30.00,-22.29,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695022.000000,0.003,-0.034,1.010,0.01,0.14,-0.08,-23.54,29.81,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695032.000000,0.002,-0.038,1.009,-0.03,0.04,-0.06,-24.46,30.17,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695042.000000,0.002,-0.035,1.007,0.03,0.00,0.02,-24.68,30.04,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695052.000000,0.002,-0.031,1.006,-0.01,-0.06,-0.02,-24.73,30.17,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695062.000000,0.002,-0.034,1.007,-0.07,0.16,-0.06,-25.04,30.00,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695072.000000,0.000,-0.035,1.005,0.05,0.18,-0.04,-24.73,30.27,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695082.000000,0.002,-0.035,1.006,0.01,0.08,0.10,-23.77,29.81,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695092.000000,0.003,-0.032,1.007,0.01,0.10,-0.04,-23.39,29.48,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695102.000000,0.002,-0.034,1.011,-0.01,0.10,0.02,-24.00,29.54,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695112.000000,0.003,-0.034,1.007,0.05,0.16,-0.08,-23.67,29.63,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695122.000000,0.003,-0.035,1.007,-0.09,0.10,0.12,-23.81,29.43,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695132.000000,0.002,-0.034,1.006,0.13,0.14,-0.06,-24.13,29.13,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695142.000000,-0.001,-0.034,1.006,0.01,0.06,-0.02,-23.89,29.17,-22.00,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695152.000000,0.002,-0.034,1.007,0.03,0.06,-0.06,-24.27,28.89,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695162.000000,-0.005,-0.031,1.007,0.03,0.18,-0.02,-24.35,28.89,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695172.000000,0.002,-0.032,1.010,-0.03,0.04,-0.02,-23.96,29.31,-22.13,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695182.000000,0.002,-0.034,1.009,0.07,0.02,-0.00,-23.43,30.00,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695192.000000,0.003,-0.032,1.013,0.05,-0.06,0.06,-23.54,29.71,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695202.000000,0.002,-0.032,1.009,0.03,0.27,-0.02,-23.89,29.89,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695212.000000,0.002,-0.034,1.003,0.07,0.06,-0.00,-23.63,29.54,-22.13,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695222.000000,-0.001,-0.031,1.007,0.07,0.14,-0.04,-23.54,29.77,-22.79,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695232.000000,-0.001,-0.035,1.009,0.11,0.06,0.02,-24.23,29.71,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695242.000000,0.002,-0.036,1.009,0.01,0.04,0.02,-24.00,29.43,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695252.000000,0.002,-0.032,1.007,0.13,0.00,0.04,-24.08,29.54,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695262.000000,0.003,-0.036,1.006,-0.03,0.21,-0.02,-24.08,29.54,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695272.000000,0.001,-0.034,1.009,0.03,0.08,0.02,-24.27,29.67,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695282.000000,0.001,-0.035,1.009,0.05,0.00,0.06,-23.54,30.13,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695292.000000,0.003,-0.032,1.007,0.03,0.06,-0.00,-23.43,30.08,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695302.000000,0.001,-0.034,1.010,0.11,0.04,-0.06,-23.54,30.39,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695312.000000,0.001,-0.034,1.013,0.01,0.00,-0.00,-23.63,30.08,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695322.000000,0.003,-0.031,1.010,0.01,0.14,-0.00,-23.77,29.89,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695332.000000,0.002,-0.035,1.007,0.01,0.02,-0.04,-23.73,30.04,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695342.000000,0.000,-0.035,1.006,0.05,0.02,-0.00,-23.73,29.89,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695352.000000,0.002,-0.036,1.007,0.05,0.06,-0.08,-24.00,30.00,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695362.000000,0.002,-0.035,1.009,0.05,0.08,-0.04,-24.08,29.81,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695372.000000,0.003,-0.031,1.005,0.07,0.10,-0.04,-23.96,30.04,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695382.000000,0.000,-0.039,1.010,0.01,0.10,-0.00,-23.77,29.63,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695392.000000,0.001,-0.034,1.010,0.01,0.14,-0.04,-23.67,29.93,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695402.000000,0.004,-0.034,1.006,0.05,0.12,0.06,-23.50,29.08,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695412.000000,0.001,-0.034,1.007,-0.01,0.06,-0.00,-23.77,29.48,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695422.000000,0.002,-0.034,1.009,0.07,0.08,-0.02,-23.25,29.67,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695432.000000,0.002,-0.035,1.007,-0.01,0.14,-0.06,-24.00,30.31,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695442.000000,0.004,-0.032,1.007,0.07,0.12,0.08,-23.63,30.13,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695452.000000,0.003,-0.034,1.006,0.03,0.14,-0.02,-24.04,30.23,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695462.000000,0.003,-0.034,1.005,-0.03,0.12,0.02,-23.58,30.17,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695472.000000,0.003,-0.035,1.013,0.01,0.04,0.04,-23.54,30.04,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695482.000000,0.002,-0.035,1.007,0.09,0.14,-0.00,-23.58,28.75,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695492.000000,0.002,-0.036,1.009,0.03,0.04,-0.00,-23.67,29.13,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695502.000000,0.002,-0.035,1.010,-0.01,0.04,-0.06,-24.31,28.75,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695512.000000,0.003,-0.034,1.006,0.05,-0.10,0.02,-24.04,28.89,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695522.000000,0.001,-0.034,1.007,0.03,0.08,0.02,-24.35,28.75,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695532.000000,0.003,-0.031,1.006,0.07,0.08,-0.08,-24.81,29.71,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695542.000000,0.002,-0.035,1.009,0.01,0.02,-0.06,-24.73,30.17,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695552.000000,0.003,-0.036,1.007,0.07,0.10,0.02,-25.18,30.68,-22.25,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695562.000000,0.004,-0.034,1.007,0.01,0.14,-0.06,-24.92,30.35,-22.29,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695572.000000,0.003,-0.031,1.009,0.09,0.10,0.04,-25.10,30.58,-21.88,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695582.000000,0.003,-0.031,1.010,-0.05,0.08,-0.08,-24.23,29.85,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695592.000000,0.000,-0.035,1.007,0.11,0.10,-0.00,-24.27,29.81,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695602.000000,0.002,-0.034,1.011,-0.07,0.21,-0.00,-24.68,29.89,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695612.000000,0.003,-0.036,1.006,0.09,0.10,0.04,-24.31,29.63,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695622.000000,0.004,-0.032,1.006,0.03,0.02,-0.00,-24.54,29.67,-22.83,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695632.000000,0.002,-0.034,1.006,0.13,0.06,0.02,-24.46,29.67,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695642.000000,0.000,-0.035,1.007,0.01,0.08,-0.04,-24.77,29.81,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695652.000000,0.001,-0.032,1.006,0.03,0.02,-0.13,-24.68,30.04,-22.71,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695662.000000,0.003,-0.031,1.007,0.05,0.06,-0.00,-24.18,30.31,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695672.000000,0.002,-0.034,1.009,-0.03,0.14,0.04,-24.88,29.71,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695682.000000,0.000,-0.035,1.007,-0.01,0.08,-0.08,-24.88,29.04,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695692.000000,-0.001,-0.032,1.006,0.01,0.12,-0.06,-24.81,29.13,-22.83,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695702.000000,0.000,-0.035,1.007,0.07,-0.02,-0.04,-24.46,28.93,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695712.000000,0.003,-0.034,1.009,-0.03,0.10,0.06,-24.46,28.98,-22.88,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695722.000000,0.004,-0.034,1.005,-0.03,0.10,-0.00,-24.58,28.89,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695732.000000,0.003,-0.035,1.006,0.03,0.06,-0.00,-24.73,29.93,-22.46,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695742.000000,0.001,-0.035,1.010,0.05,0.10,-0.08,-24.88,30.23,-22.33,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695752.000000,0.002,-0.031,1.005,0.05,0.02,0.02,-24.58,30.04,-22.17,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695762.000000,0.001,-0.032,1.006,0.05,0.14,-0.04,-24.81,29.93,-21.96,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695772.000000,0.000,-0.035,1.006,-0.03,0.04,-0.06,-25.14,30.17,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695782.000000,0.003,-0.035,1.007,-0.05,0.06,0.04,-24.81,29.54,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695792.000000,0.002,-0.035,1.013,0.11,-0.06,-0.04,-25.14,29.71,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695802.000000,0.002,-0.032,1.010,0.01,0.02,-0.04,-24.73,29.63,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695812.000000,-0.001,-0.032,1.011,-0.05,0.12,-0.02,-24.54,29.63,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695822.000000,-0.002,-0.035,1.010,0.01,0.06,0.02,-24.54,29.54,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695832.000000,0.000,-0.035,1.007,-0.01,0.02,-0.04,-24.27,29.04,-22.58,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695842.000000,0.003,-0.032,1.005,0.05,0.00,0.04,-24.46,28.89,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695852.000000,0.001,-0.032,1.007,0.09,0.10,0.10,-24.13,28.89,-22.75,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695862.000000,0.002,-0.035,1.007,0.01,0.14,-0.00,-24.54,28.93,-22.50,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695872.000000,0.003,-0.038,1.010,0.01,0.18,-0.00,-24.64,28.85,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695882.000000,0.001,-0.032,1.006,0.01,0.14,-0.02,-24.64,28.85,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695892.000000,0.003,-0.032,1.006,0.01,0.00,-0.00,-24.88,30.23,-22.83,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695902.000000,0.000,-0.035,1.006,-0.01,0.08,0.04,-24.68,29.93,-22.54,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695912.000000,0.002,-0.034,1.005,0.03,0.08,0.06,-24.81,30.23,-22.21,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695922.000000,0.002,-0.034,1.006,0.05,0.02,-0.06,-25.38,29.93,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695932.000000,-0.001,-0.036,1.011,-0.09,-0.02,-0.08,-25.38,29.93,-22.67,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695942.000000,0.004,-0.032,1.009,0.01,0.08,0.02,-24.08,30.63,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695952.000000,0.003,-0.035,1.006,0.07,0.04,-0.08,-23.89,30.54,-22.63,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695962.000000,0.002,-0.029,1.007,0.09,-0.02,0.04,-24.27,30.46,-22.42,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695972.000000,0.004,-0.034,1.011,0.07,0.08,0.08,-24.64,30.77,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
8695982.000000,0.004,-0.034,1.011,0.03,0.20,-0.00,-24.64,30.77,-22.38,-0.11,-1.92,-81.89,0.755,-0.013,0.010,-0.655
