TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz
4636453.000000,-0.994,-0.022,-0.150,-0.01,0.05,-0.03,10.00,33.88,1.83,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636463.000000,-0.996,-0.024,-0.152,-0.05,0.01,0.06,9.96,34.10,1.92,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636473.000000,-0.994,-0.026,-0.149,0.01,-0.15,-0.01,10.08,34.06,1.92,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636483.000000,-0.993,-0.023,-0.153,0.05,0.05,-0.01,10.46,34.52,1.42,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636493.000000,-0.994,-0.026,-0.149,-0.03,0.14,0.06,10.46,34.98,1.42,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636503.000000,-0.996,-0.023,-0.152,0.07,0.03,0.01,10.46,34.93,1.13,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636513.000000,-1.001,-0.024,-0.145,-0.03,0.12,-0.01,10.13,34.60,1.63,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636523.000000,-0.996,-0.024,-0.149,-0.07,0.03,-0.09,10.73,34.79,1.58,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636533.000000,-0.996,-0.026,-0.152,-0.03,-0.01,0.01,10.00,34.33,1.33,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636543.000000,-0.994,-0.026,-0.148,0.09,0.09,-0.09,9.81,34.43,1.75,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636553.000000,-0.997,-0.024,-0.149,0.07,0.01,0.01,9.89,34.60,1.75,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636563.000000,-0.993,-0.022,-0.153,-0.09,-0.07,-0.05,9.63,33.98,1.42,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636573.000000,-0.998,-0.024,-0.150,0.07,-0.03,0.01,10.08,34.25,1.42,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636583.000000,-0.994,-0.024,-0.153,0.01,0.05,0.10,10.77,34.67,1.46,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636593.000000,-0.994,-0.022,-0.149,0.05,-0.03,0.05,10.73,34.56,1.21,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636603.000000,-0.997,-0.024,-0.148,0.05,0.14,0.03,10.35,34.48,1.54,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636613.000000,-0.993,-0.024,-0.148,0.01,-0.05,-0.09,10.73,34.60,1.58,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636623.000000,-0.994,-0.023,-0.149,0.07,0.01,-0.07,10.50,34.52,1.21,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636633.000000,-0.996,-0.026,-0.153,-0.01,0.03,0.01,11.60,34.21,1.29,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636643.000000,-0.997,-0.024,-0.149,-0.03,-0.05,-0.05,11.46,33.92,1.50,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636653.000000,-0.996,-0.023,-0.150,-0.03,0.01,0.10,11.10,33.75,1.67,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636663.000000,-0.996,-0.024,-0.150,0.03,-0.03,0.01,11.50,33.98,1.63,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636673.000000,-0.994,-0.023,-0.149,0.11,0.05,0.05,11.18,33.83,1.42,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636683.000000,-0.994,-0.023,-0.148,-0.09,-0.01,-0.01,11.14,34.21,1.46,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636693.000000,-0.994,-0.023,-0.147,0.01,-0.05,-0.05,11.14,34.06,1.38,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636703.000000,-0.996,-0.024,-0.152,0.01,0.09,-0.05,11.10,34.43,0.96,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636713.000000,-0.993,-0.024,-0.150,0.01,-0.07,-0.05,11.10,34.06,1.17,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636723.000000,-0.996,-0.024,-0.150,-0.01,0.01,0.03,11.04,33.98,1.29,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636733.000000,-0.996,-0.024,-0.149,0.07,0.07,0.03,11.60,34.02,1.46,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636743.000000,-0.994,-0.022,-0.145,-0.03,-0.03,-0.01,12.10,34.21,1.38,98.57,-1.37,-90.00,0.455,0.530,0.541,-0.468
4636753.000000,-0.994,-0.023,-0.149,-0.05,-0.01,-0.05,12.02,33.60,1.42,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636763.000000,-0.993,-0.023,-0.150,-0.11,0.01,-0.09,12.33,33.98,1.71,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636773.000000,-0.993,-0.022,-0.148,0.01,0.05,0.03,12.10,33.88,1.50,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636783.000000,-0.996,-0.026,-0.154,0.03,0.03,0.07,11.56,34.02,1.50,98.57,-1.37,-89.99,0.455,0.530,0.541,-0.468
4636793.000000,-0.998,-0.024,-0.152,-0.05,0.07,0.08,11.64,34.06,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636803.000000,-0.996,-0.022,-0.153,-0.01,-0.05,0.03,11.38,33.98,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636813.000000,-0.997,-0.024,-0.152,-0.01,0.12,-0.03,11.50,34.52,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636823.000000,-0.994,-0.024,-0.152,-0.05,-0.07,0.01,11.10,33.83,1.29,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636833.000000,-0.996,-0.024,-0.147,-0.01,0.01,-0.03,11.92,34.60,1.79,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636843.000000,-0.997,-0.024,-0.152,-0.07,-0.13,0.03,12.06,34.98,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636853.000000,-0.996,-0.026,-0.150,0.05,-0.03,0.07,11.68,34.67,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636863.000000,-1.000,-0.026,-0.148,0.05,0.05,0.07,11.98,34.33,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636873.000000,-0.994,-0.024,-0.150,-0.01,-0.03,-0.01,12.02,34.71,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636883.000000,-0.996,-0.023,-0.148,-0.07,-0.03,0.01,11.27,33.88,1.38,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4636893.000000,-0.994,-0.027,-0.153,-0.11,0.09,-0.05,11.46,34.10,1.42,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636903.000000,-0.994,-0.024,-0.149,0.03,0.05,0.12,11.56,34.43,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636913.000000,-0.994,-0.022,-0.150,-0.03,0.05,-0.05,11.88,34.02,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636923.000000,-0.994,-0.024,-0.149,0.07,0.12,-0.05,11.04,34.02,1.42,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636933.000000,-0.994,-0.021,-0.153,-0.01,-0.03,0.08,11.88,33.92,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636943.000000,-0.996,-0.023,-0.152,-0.03,-0.01,-0.09,11.83,33.52,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636953.000000,-0.996,-0.024,-0.150,0.01,-0.07,0.05,12.14,33.60,1.46,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636963.000000,-0.997,-0.026,-0.150,0.03,-0.01,-0.05,12.06,33.60,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636973.000000,-0.998,-0.023,-0.148,-0.01,-0.01,-0.05,12.33,33.56,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636983.000000,-0.994,-0.026,-0.154,-0.03,-0.01,0.03,12.56,33.98,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4636993.000000,-0.998,-0.026,-0.152,0.03,0.01,0.10,12.56,33.52,1.25,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637003.000000,-0.994,-0.024,-0.152,-0.09,0.16,-0.01,12.43,33.68,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637013.000000,-0.998,-0.022,-0.150,-0.03,0.03,0.03,12.43,33.88,1.29,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637023.000000,-0.997,-0.023,-0.149,0.05,-0.03,0.01,12.38,34.14,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637033.000000,-0.994,-0.026,-0.149,-0.03,0.07,0.01,12.48,34.02,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637043.000000,-0.996,-0.026,-0.150,-0.01,0.09,-0.09,12.25,33.92,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637053.000000,-0.994,-0.024,-0.150,0.03,0.07,-0.01,12.29,34.02,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637063.000000,-0.996,-0.022,-0.153,-0.05,-0.01,-0.01,12.33,33.79,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637073.000000,-0.996,-0.026,-0.148,0.01,0.01,-0.01,12.52,34.02,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637083.000000,-0.996,-0.024,-0.149,0.05,0.03,0.05,13.17,34.60,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637093.000000,-0.996,-0.022,-0.153,-0.03,0.05,-0.09,12.93,34.43,1.88,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637103.000000,-0.998,-0.024,-0.149,-0.03,-0.03,0.01,13.29,34.79,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637113.000000,-0.997,-0.023,-0.154,-0.01,0.07,-0.01,13.02,34.89,1.88,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637123.000000,-0.998,-0.023,-0.150,-0.13,-0.03,0.04,13.17,34.75,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637133.000000,-0.996,-0.023,-0.148,0.01,-0.05,0.01,12.43,33.92,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637143.000000,-0.994,-0.026,-0.148,-0.01,0.14,-0.09,12.43,33.64,1.46,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637153.000000,-0.996,-0.023,-0.148,-0.05,0.12,0.01,12.48,33.68,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637163.000000,-0.994,-0.022,-0.152,0.01,0.01,0.03,12.38,33.98,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637173.000000,-0.996,-0.024,-0.147,-0.05,0.03,-0.05,12.29,33.52,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637183.000000,-0.996,-0.024,-0.152,0.07,-0.03,0.03,12.02,34.10,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637193.000000,-0.996,-0.024,-0.153,-0.03,0.03,0.03,12.06,33.98,1.83,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637203.000000,-0.996,-0.022,-0.152,-0.03,0.07,0.12,12.25,33.68,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637214.000000,-0.993,-0.023,-0.154,0.01,-0.01,0.05,12.06,34.33,1.38,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637224.000000,-0.996,-0.026,-0.152,0.05,-0.03,-0.03,12.21,34.06,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637234.000000,-0.994,-0.027,-0.148,-0.03,-0.01,-0.03,11.75,34.06,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637244.000000,-0.994,-0.023,-0.150,-0.05,0.01,-0.05,12.48,33.68,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637254.000000,-0.996,-0.024,-0.149,0.05,0.09,0.01,12.02,34.52,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637264.000000,-0.993,-0.023,-0.147,0.01,0.09,0.08,12.21,34.10,1.96,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637274.000000,-0.997,-0.023,-0.150,-0.03,-0.07,-0.03,12.10,34.02,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637284.000000,-0.992,-0.023,-0.152,0.07,0.01,-0.01,11.42,33.38,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637294.000000,-0.993,-0.021,-0.153,-0.03,0.16,-0.07,11.64,33.10,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637303.000000,-0.994,-0.026,-0.153,-0.11,0.03,0.04,11.56,33.52,1.42,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637313.000000,-0.994,-0.024,-0.144,0.03,-0.03,0.03,11.46,33.79,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637323.000000,-0.994,-0.024,-0.150,0.11,-0.05,-0.01,11.50,33.75,1.29,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637333.000000,-0.997,-0.024,-0.149,0.05,0.01,-0.01,11.46,33.75,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637343.000000,-0.996,-0.026,-0.148,-0.05,-0.15,-0.01,11.60,33.60,1.46,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637353.000000,-0.994,-0.024,-0.150,0.03,-0.01,0.01,11.79,33.60,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637363.000000,-0.994,-0.024,-0.148,-0.01,0.05,0.05,11.64,33.23,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637373.000000,-0.994,-0.024,-0.152,-0.03,-0.05,-0.03,11.38,33.88,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637383.000000,-0.997,-0.023,-0.152,0.07,0.03,-0.09,11.83,33.56,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637393.000000,-0.996,-0.024,-0.150,-0.01,0.03,0.05,11.60,33.52,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637403.000000,-0.997,-0.024,-0.149,-0.05,-0.03,-0.05,11.46,33.52,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637414.000000,-0.996,-0.027,-0.153,0.01,-0.09,-0.03,12.14,33.60,1.25,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637424.000000,-0.996,-0.022,-0.152,0.11,-0.01,0.05,11.92,33.42,1.42,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637434.000000,-0.996,-0.026,-0.147,-0.03,-0.05,-0.01,11.92,33.42,1.42,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637444.000000,-0.996,-0.023,-0.147,0.01,-0.01,-0.01,11.64,34.38,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637454.000000,-0.993,-0.026,-0.149,-0.01,0.03,0.03,11.83,34.10,1.46,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637464.000000,-0.996,-0.027,-0.152,-0.03,0.24,-0.05,11.79,34.21,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637474.000000,-0.994,-0.024,-0.149,0.01,-0.01,-0.01,11.68,34.48,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637484.000000,-0.994,-0.024,-0.150,-0.07,0.03,0.14,11.68,34.48,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637494.000000,-0.993,-0.024,-0.154,-0.03,-0.09,-0.03,12.21,33.88,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637504.000000,-0.992,-0.026,-0.150,-0.07,0.01,-0.01,11.79,33.98,1.71,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637514.000000,-0.998,-0.024,-0.152,-0.01,-0.03,0.01,12.02,34.02,1.92,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637524.000000,-0.996,-0.023,-0.149,0.03,-0.13,-0.01,11.64,33.75,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637534.000000,-0.998,-0.026,-0.149,-0.09,0.18,0.06,11.64,33.75,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637544.000000,-0.993,-0.023,-0.150,-0.03,0.01,-0.03,11.42,33.38,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637554.000000,-0.996,-0.026,-0.152,0.03,-0.01,0.03,11.68,33.33,1.58,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637564.000000,-0.994,-0.024,-0.152,0.05,-0.01,-0.03,11.38,33.29,2.00,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637574.000000,-0.994,-0.023,-0.152,-0.03,0.14,-0.03,11.75,33.75,1.83,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637584.000000,-0.994,-0.023,-0.150,-0.01,0.03,-0.03,11.75,33.75,1.83,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637594.000000,-0.994,-0.026,-0.145,-0.01,-0.05,0.10,11.27,34.25,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637604.000000,-0.993,-0.024,-0.152,-0.03,0.01,-0.03,11.64,34.29,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637614.000000,-1.000,-0.023,-0.149,0.07,-0.03,-0.07,11.46,34.29,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637624.000000,-0.997,-0.024,-0.150,-0.01,-0.07,0.08,11.42,34.33,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637634.000000,-0.996,-0.023,-0.152,0.07,0.07,-0.03,11.42,34.33,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637644.000000,-0.994,-0.024,-0.152,-0.03,0.05,0.01,11.68,34.25,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637654.000000,-0.994,-0.023,-0.152,0.11,0.09,0.03,11.46,34.02,1.83,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637664.000000,-0.997,-0.023,-0.149,0.03,0.07,-0.05,11.79,34.48,1.63,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637674.000000,-0.997,-0.023,-0.152,-0.01,0.16,0.01,11.92,34.43,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637684.000000,-0.997,-0.026,-0.152,-0.07,0.01,0.01,11.92,34.43,1.67,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637694.000000,-0.997,-0.023,-0.149,0.11,0.07,0.07,12.33,34.38,1.38,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637704.000000,-0.997,-0.023,-0.152,-0.05,0.03,0.06,11.98,34.38,1.54,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637714.000000,-0.996,-0.023,-0.152,-0.01,0.01,0.01,12.14,34.79,1.75,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637724.000000,-0.994,-0.026,-0.150,-0.09,0.07,0.06,12.25,34.25,1.13,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637734.000000,-0.992,-0.023,-0.151,0.03,-0.13,0.01,12.25,34.25,1.13,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637744.000000,-0.997,-0.023,-0.149,0.11,-0.07,0.05,12.02,34.52,1.13,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637754.000000,-0.994,-0.024,-0.150,0.05,0.01,-0.05,11.98,34.38,1.29,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637764.000000,-0.993,-0.023,-0.152,0.05,0.01,0.03,12.10,34.38,1.33,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637774.000000,-0.994,-0.023,-0.144,0.01,0.03,-0.07,12.10,34.38,1.33,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4637784.000000,-0.994,-0.026,-0.149,-0.05,-0.01,0.01,12.10,34.38,1.33,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4637794.000000,-0.997,-0.023,-0.149,-0.03,0.14,0.01,12.02,33.88,1.50,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
4637804.000000,-0.996,-0.023,-0.153,0.03,0.12,-0.01,12.02,33.88,1.50,98.57,-1.36,-89.99,0.455,0.530,0.541,-0.468
4637814.000000,-0.996,-0.022,-0.148,0.01,0.01,0.10,12.02,33.88,1.50,98.57,-1.36,-90.00,0.455,0.530,0.541,-0.468
