seq,orientation,angular velocity,linear acceleration,secs,nsecs
1105748,"(-0.36467260122299194, -0.8610486388206482, -0.16947531700134277, 0.3112669885158539)","(1.3762223720550537, -0.983788788318634, 0.4323310852050781)","(-0.5882751464843751, -0.3505126953125, 1.7491241455078126)",1624955783,246706724
1105749,"(-0.36515697836875916, -0.861858606338501, -0.16601336002349854, 0.31032171845436096)","(1.1839420795440674, -1.0881847143173218, 0.4690827429294586)","(-0.6305938720703126, -0.0162994384765625, 1.271356201171875)",1624955783,251732587
1105750,"(-0.3658364415168762, -0.8626217246055603, -0.16287961602210999, 0.30905911326408386)","(0.987933337688446, -1.1595574617385864, 0.49624699354171753)","(-0.536236572265625, 0.18721923828125, 0.5124603271484376)",1624955783,256723642
1105751,"(-0.3676474988460541, -0.8640862703323364, -0.15687686204910278, 0.30590781569480896)","(0.8531773090362549, -1.231462836265564, 0.5947840213775635)","(-0.4589263916015625, 0.722259521484375, -0.8378509521484375)",1624955783,261793613
1105752,"(-0.3687685430049896, -0.8647470474243164, -0.15388692915439606, 0.30420517921447754)","(0.8164256811141968, -1.2229406833648682, 0.6602978110313416)","(-0.47343139648437504, 0.6839782714843751, -1.3639190673828125)",1624955783,266712903
1105753,"(-0.3699871599674225, -0.8652244806289673, -0.1509465128183365, 0.30283787846565247)","(0.7860656380653381, -1.1734058856964111, 0.7050389051437378)","(-0.6554168701171875, 0.581396484375, -2.0335418701171877)",1624955783,271671772
1105754,"(-0.37129533290863037, -0.8655716776847839, -0.14801883697509766, 0.3016873896121979)","(0.7961856126785278, -1.07486891746521, 0.7748137712478638)","(-0.5775085449218751, 0.5671905517578125, -2.4238311767578127)",1624955783,276700019
1105755,"(-0.3724838197231293, -0.8658685088157654, -0.14492665231227875, 0.30087074637413025)","(0.9293437600135803, -0.9571571350097656, 0.7812053561210632)","(-0.4984039306640625, 0.26109008789062504, -2.7792785644531253)",1624955783,291959762
1105756,"(-0.3724838197231293, -0.8658685088157654, -0.14492665231227875, 0.30087074637413025)","(0.9293437600135803, -0.9571571350097656, 0.7812053561210632)","(-0.4984039306640625, 0.26109008789062504, -2.7792785644531253)",1624955783,292742967
1105757,"(-0.3724838197231293, -0.8658685088157654, -0.14492665231227875, 0.30087074637413025)","(0.9293437600135803, -0.9571571350097656, 0.7812053561210632)","(-0.4984039306640625, 0.26109008789062504, -2.7792785644531253)",1624955783,293377637
1105758,"(-0.3756345212459564, -0.8664355278015137, -0.1309850960969925, 0.30171266198158264)","(1.4918036460876465, -0.328118234872818, 0.7375295162200928)","(-0.6712677001953126, -0.84757080078125, -2.4505981445312504)",1624955783,296723365
1105759,"(-0.3756345212459564, -0.8664355278015137, -0.1309850960969925, 0.30171266198158264)","(1.4918036460876465, -0.328118234872818, 0.7375295162200928)","(-0.6712677001953126, -0.84757080078125, -2.4505981445312504)",1624955783,301671504
1105760,"(-0.3757478892803192, -0.8666431903839111, -0.12269628047943115, 0.30444762110710144)","(2.027099132537842, -0.14329476654529572, 0.6011756062507629)","(-0.4619171142578125, -1.7966766357421877, -1.561456298828125)",1624955783,306769371
1105761,"(-0.3753916323184967, -0.866832971572876, -0.11776696145534515, 0.3062881529331207)","(2.1677141189575195, -0.038366179913282394, 0.5010406970977783)","(-0.533843994140625, -1.9554840087890626, -0.871197509765625)",1624955783,311709165
1105762,"(-0.37476950883865356, -0.8670287132263184, -0.11280950903892517, 0.3083551228046417)","(2.2481417655944824, 0.029278140515089035, 0.40729737281799316)","(-0.6757537841796876, -2.0230743408203127, -0.14624633789062502)",1624955783,316750526
1105763,"(-0.3738487660884857, -0.8672568202018738, -0.10765950381755829, 0.3106638193130493)","(2.403670310974121, 0.02448444813489914, 0.32420670986175537)","(-0.4326080322265625, -2.0203826904296878, 0.9772186279296876)",1624955783,321690797
1105764,"(-0.37253040075302124, -0.8677133321762085, -0.10244521498680115, 0.3127291202545166)","(2.597015857696533, -0.07138939201831818, 0.23845288157463074)","(-0.6353790283203126, -1.8633697509765625, 1.648187255859375)",1624955783,326709508
1105765,"(-0.3695378303527832, -0.8688895106315613, -0.0921735167503357, 0.3161911368370056)","(4.864964485168457, -0.3377056121826172, 0.06321681290864944)","(-1.559063720703125, -3.100482177734375, 0.8743377685546876)",1624955783,331747770
1105766,"(-0.3654463589191437, -0.8700094819068909, -0.08115998655557632, 0.3208511769771576)","(1.6196353435516357, 0.07508452981710434, -0.0960402861237526)","(-0.7026702880859376, -1.385003662109375, 0.52337646484375)",1624955783,336746692
1105767,"(-0.3636844754219055, -0.870480477809906, -0.07701923698186874, 0.322591632604599)","(2.185823678970337, -0.003212439361959696, -0.10616030544042587)","(-0.8513092041015625, -0.2561553955078125, 1.9545867919921875)",1624955783,341709375
1105768,"(-0.36139386892318726, -0.8711369633674622, -0.07125300914049149, 0.32471194863319397)","(2.970391273498535, -0.12944632768630981, -0.09444238990545273)","(-0.5938079833984375, 0.6552673339843751, 2.6669769287109375)",1624955783,346745014
1105769,"(-0.35972151160240173, -0.8716819882392883, -0.0664902999997139, 0.32611343264579773)","(2.364255666732788, -0.25195178389549255, -0.003362242365255952)","(-0.49436645507812504, 1.2088500976562502, 2.403643798828125)",1624955783,351758003
1105770,"(-0.3587161898612976, -0.8720921277999878, -0.06268279254436493, 0.32687750458717346)","(1.782620906829834, -0.34782564640045166, 0.12127374857664108)","(-0.5920135498046876, 1.8751831054687502, 2.1211700439453125)",1624955783,356704950
1105771,"(-0.35797983407974243, -0.8724550008773804, -0.05872385576367378, 0.32745110988616943)","(1.770370364189148, -0.4479605257511139, 0.25176870822906494)","(-0.8481689453125001, 2.597442626953125, 1.9221374511718752)",1624955783,361741304
1105772,"(-0.3575679361820221, -0.8727090954780579, -0.05461510643362999, 0.3279346823692322)","(1.7639788389205933, -0.5001584887504578, 0.41688475012779236)","(-0.6518280029296876, 3.366806030273438, 1.006378173828125)",1624955783,366752624
1105773,"(-0.3574279844760895, -0.8729332089424133, -0.051138363778591156, 0.3280513882637024)","(1.6542564630508423, -0.5251922607421875, 0.6102303266525269)","(-0.721661376953125, 3.6172790527343754, 0.5431152343750001)",1624955783,371733427
1105774,"(-0.3584033250808716, -0.8728593587875366, -0.043665140867233276, 0.3282635509967804)","(1.6153743267059326, -0.49057114124298096, 0.9915951490402222)","(-0.9078338623046875, 2.824737548828125, -0.23522033691406252)",1624955783,376705884
1105775,"(-0.359401136636734, -0.8725754618644714, -0.03972756862640381, 0.32842740416526794)","(1.56850266456604, -0.45062369108200073, 1.1162312030792236)","(-1.0397247314453126, 1.9954101562500002, -0.5419189453125001)",1624955783,381824731
1105776,"(-0.36051055788993835, -0.872159481048584, -0.03550054132938385, 0.3288002908229828)","(1.6377449035644531, -0.4117415249347687, 1.1838754415512085)","(-0.9905273437500001, 1.1590545654296875, -0.33959655761718754)",1624955783,386739492
1105777,"(-0.3615665137767792, -0.8716626763343811, -0.030867353081703186, 0.32942527532577515)","(1.7938061952590942, -0.35741302371025085, 1.1977238655090332)","(-1.0567718505859376, 0.38370971679687504, -0.41331787109375)",1624955783,391736030
1105778,"(-0.3625112473964691, -0.8710969686508179, -0.025836702436208725, 0.3303152024745941)","(1.9482696056365967, -0.32492244243621826, 1.1849406957626343)","(-1.1049224853515627, -0.40763549804687504, 0.006579589843750001)",1624955783,396673202
1105779,"(-0.36328306794166565, -0.870539665222168, -0.020610418170690536, 0.33130237460136414)","(2.0249686241149902, -0.34303194284439087, 1.119426965713501)","(-0.88046875, -0.976171875, 0.194696044921875)",1624955783,401689767
1105780,"(-0.3640340268611908, -0.870003879070282, -0.01572129689157009, 0.3321525454521179)","(1.864113688468933, -0.3329119384288788, 1.0453910827636719)","(-0.875982666015625, -1.1735595703125001, -0.037683105468750006)",1624955783,406723737
1105781,"(-0.3646601736545563, -0.8694957494735718, -0.010975472629070282, 0.3329859972000122)","(1.8119157552719116, -0.3142697811126709, 0.959104597568512)","(-0.9679473876953125, -1.3456756591796877, -0.012710571289062502)",1624955783,411717414
1105782,"(-0.36530131101608276, -0.8685352802276611, -0.0014909347519278526, 0.33496156334877014)","(1.9189748764038086, -0.23863598704338074, 0.794521152973175)","(-0.9132171630859376, -1.3331146240234375, -0.012261962890625)",1624955783,416707277
1105783,"(-0.36524802446365356, -0.8680769801139832, 0.003488810732960701, 0.3361840844154358)","(2.065981388092041, -0.20880857110023499, 0.716224193572998)","(-1.0533325195312502, -1.3643676757812502, 0.20112609863281253)",1624955783,421739339
1105784,"(-0.3648306727409363, -0.867671012878418, 0.008923830464482307, 0.3375839293003082)","(2.340287208557129, -0.21839594841003418, 0.6400577425956726)","(-1.1934478759765625, -1.164288330078125, 0.23387451171875)",1624955783,427155017
1105785,"(-0.3623100519180298, -0.8673389554023743, 0.018645137548446655, 0.34074270725250244)","(4.713164329528809, -0.32438981533050537, 0.5361944437026978)","(-1.3438812255859376, -2.256500244140625, -1.6315887451171875)",1624955783,431735038
1105786,"(-0.359992653131485, -0.8667155504226685, 0.027033420279622078, 0.34420663118362427)","(4.212490081787109, 0.060170821845531464, 0.4557669162750244)","(0.48763732910156254, -1.7607879638671877, -2.7001739501953126)",1624955783,436706542
1105787,"(-0.3589370846748352, -0.8660079836845398, 0.03128999099135399, 0.3467206358909607)","(2.2465438842773438, 0.3888050317764282, 0.3327288329601288)","(-0.5447601318359375, -1.3673583984375002, -1.9590728759765625)",1624955783,441678524
1105788,"(-0.35760053992271423, -0.8652634620666504, 0.03590763360261917, 0.34950199723243713)","(2.4755756855010986, 0.4367419481277466, 0.2815961241722107)","(-1.263580322265625, -0.3267364501953125, 0.7292877197265626)",1624955783,446752548
1105789,"(-0.35347846150398254, -0.8637241125106812, 0.04921543598175049, 0.3558250367641449)","(3.4268572330474854, 0.13953305780887604, 0.342316210269928)","(-1.0554260253906251, 0.702520751953125, 3.5434082031250003)",1624955783,451678037
1105790,"(-0.350775808095932, -0.8630126714706421, 0.05770348384976387, 0.3589369058609009)","(4.256165981292725, -0.08683573454618454, 0.3540341258049011)","(-1.56893310546875, -0.31955871582031253, 2.4148590087890627)",1624955783,456682205
1105791,"(-0.34874793887138367, -0.8621591329574585, 0.06461364775896072, 0.3617752492427826)","(3.4598805904388428, -0.017593516036868095, 0.42114582657814026)","(0.6304443359375, 0.21757507324218753, 1.463360595703125)",1624955783,461748123
1105792,"(-0.3482058048248291, -0.8616020679473877, 0.06843557953834534, 0.36291977763175964)","(1.7725008726119995, -0.08097677677869797, 0.46748483180999756)","(-0.5606109619140626, 0.9458160400390626, 2.566488647460938)",1624955783,466722488
1105793,"(-0.3479121923446655, -0.8611102104187012, 0.07248435169458389, 0.3635817766189575)","(1.7421408891677856, -0.30734556913375854, 0.605969250202179)","(-0.7947845458984376, 1.968194580078125, 3.5890167236328128)",1624955783,471702337
1105794,"(-0.3478355407714844, -0.8605985641479492, 0.07719040662050247, 0.3638977110385895)","(1.9083222150802612, -0.5347796082496643, 0.8126306533813477)","(-0.42946777343750003, 2.8331115722656253, 3.341085815429688)",1624955783,476710081
1105795,"(-0.3488422632217407, -0.8601297736167908, 0.08075389266014099, 0.3632686734199524)","(1.136537790298462, -0.691906213760376, 1.0720226764678955)","(-0.5523864746093751, 2.8811126708984376, 2.654714965820313)",1624955783,481979608
1105796,"(-0.3507975935935974, -0.8596818447113037, 0.08336520195007324, 0.361853688955307)","(0.48672619462013245, -0.8160095810890198, 1.3095767498016357)","(-0.68128662109375, 2.58876953125, 1.6232147216796877)",1624955783,486697912
1105797,"(-0.3557840585708618, -0.8585816621780396, 0.08876440674066544, 0.35829606652259827)","(0.44038715958595276, -0.9108180999755859, 1.6552551984786987)","(-0.9266754150390626, 1.343731689453125, -0.16792907714843752)",1624955783,491703510
1105798,"(-0.3586219251155853, -0.8579241633415222, 0.09161151200532913, 0.356319785118103)","(0.41748395562171936, -0.8948391675949097, 1.7324868440628052)","(-0.8782257080078125, 0.3916351318359375, -1.0929595947265627)",1624955783,496741533
1105799,"(-0.3615715801715851, -0.8571405410766602, 0.09458420425653458, 0.35443970561027527)","(0.4345282018184662, -0.836249589920044, 1.7761627435684204)","(-0.8004669189453125, -0.41870117187500006, -1.5370819091796877)",1624955783,501703023
1105800,"(-0.36431601643562317, -0.8561850190162659, 0.09763826429843903, 0.3531108796596527)","(0.5660884380340576, -0.7435715198516846, 1.7633795738220215)","(-1.0413696289062502, -1.1635406494140625, -2.0277099609375)",1624955783,506744861
1105801,"(-0.3668302297592163, -0.8551687598228455, 0.10079684853553772, 0.35207319259643555)","(0.6955181360244751, -0.6445019245147705, 1.6877458095550537)","(-0.9606201171875001, -2.0069244384765628, -2.2028167724609378)",1624955783,511750698
1105802,"(-0.36901918053627014, -0.8541179895401001, 0.10402631014585495, 0.35140547156333923)","(0.8345351815223694, -0.5294532775878906, 1.5631097555160522)","(-0.7805786132812501, -2.5954986572265626, -2.2399017333984377)",1624955783,516750097
1105803,"(-0.3708726167678833, -0.8530673384666443, 0.10724332928657532, 0.3510391116142273)","(0.934670090675354, -0.4234594404697418, 1.4171684980392456)","(-0.8740386962890626, -2.863916015625, -2.195639038085938)",1624955783,521755218
1105804,"(-0.37233370542526245, -0.8520267009735107, 0.11052332818508148, 0.3510024845600128)","(1.0758177042007446, -0.3275856077671051, 1.25844407081604)","(-0.8010650634765626, -2.8350555419921877, -1.9459136962890626)",1624955783,526712894
1105805,"(-0.37342092394828796, -0.8509775996208191, 0.1139155924320221, 0.35130783915519714)","(1.2361400127410889, -0.23224438726902008, 1.1167638301849365)","(-0.7574005126953125, -2.7423431396484377, -1.7975738525390625)",1624955783,531738996
1105806,"(-0.37450698018074036, -0.8488178253173828, 0.1213395744562149, 0.35288548469543457)","(1.638277530670166, -0.09748838096857071, 0.8797423243522644)","(-0.9701904296875, -2.475271606445313, -0.8152709960937501)",1624955783,536732435
1105807,"(-0.37452223896980286, -0.847728967666626, 0.12541787326335907, 0.35405972599983215)","(1.8183072805404663, -0.0655304342508316, 0.7753463983535767)","(-0.8421875000000001, -2.147787475585938, -0.35350341796875)",1624955783,541718721
1105808,"(-0.3743777275085449, -0.8465604186058044, 0.13001298904418945, 0.35534974932670593)","(1.9402800798416138, -0.05274725705385208, 0.6800051927566528)","(-0.8459259033203126, -1.9942138671875, 0.017047119140625)",1624955783,546759366
1105809,"(-0.37401294708251953, -0.8454250693321228, 0.13466517627239227, 0.35670164227485657)","(2.007391929626465, -0.07245466113090515, 0.6065019369125366)","(-0.8704498291015625, -1.7165252685546877, 0.40464477539062504)",1624955783,551802158
1105810,"(-0.37349241971969604, -0.8443314433097839, 0.13930128514766693, 0.35805442929267883)","(2.020707607269287, -0.09961891174316406, 0.5441839098930359)","(-1.0104156494140626, -1.4114715576171877, 0.9159088134765626)",1624955783,556741476
1105811,"(-0.3728979527950287, -0.8433263897895813, 0.14381465315818787, 0.35925623774528503)","(1.9674444198608398, -0.17365482449531555, 0.5122259855270386)","(-0.8483184814453125, -1.0718750000000001, 1.0989410400390627)",1624955783,561722517
1105812,"(-0.3723507523536682, -0.8424111008644104, 0.1481427103281021, 0.3602111339569092)","(1.8582547903060913, -0.24822336435317993, 0.5127586126327515)","(-0.9042449951171876, -0.736614990234375, 1.1802886962890626)",1624955783,566675662
1105813,"(-0.37161022424697876, -0.8408793210983276, 0.15614452958106995, 0.36117374897003174)","(1.5424036979675293, -0.4389057755470276, 0.5804029107093811)","(-0.8291778564453126, -0.349017333984375, 1.0519866943359375)",1624955783,571716547
1105814,"(-0.3717188537120819, -0.8403266072273254, 0.15943391621112823, 0.3609113097190857)","(1.1700936555862427, -0.536377489566803, 0.6357966661453247)","(-0.720166015625, -0.45085144042968756, 0.60950927734375)",1624955783,576707601
1105815,"(-0.37216681241989136, -0.8398811221122742, 0.1622163951396942, 0.3602461814880371)","(0.8670257329940796, -0.5912386775016785, 0.7023757696151733)","(-0.48330078125000003, -0.4894317626953125, 0.1371246337890625)",1624955783,581959962
1105816,"(-0.37282246351242065, -0.8394597172737122, 0.1647946834564209, 0.35937929153442383)","(0.74185711145401, -0.6125439405441284, 0.766291618347168)","(-0.1341339111328125, -0.703717041015625, -0.5896209716796875)",1624955783,586806297
1105817,"(-0.3737265467643738, -0.8390000462532043, 0.16735607385635376, 0.35832855105400085)","(0.6901918053627014, -0.6215987205505371, 0.8674917817115784)","(-0.42692565917968756, -0.6213226318359375, -0.9648071289062501)",1624955783,591758489
1105818,"(-0.37474524974823, -0.838399350643158, 0.16995400190353394, 0.35744670033454895)","(0.7157581448554993, -0.5981628894805908, 0.9740182757377625)","(-0.63941650390625, -0.981854248046875, -1.4241821289062502)",1624955783,596674203
1105819,"(-0.37580209970474243, -0.8377416133880615, 0.17258326709270477, 0.3566185534000397)","(0.7349328994750977, -0.5709986090660095, 0.9990520477294922)","(-0.5982940673828125, -1.7195159912109377, -1.6887115478515626)",1624955783,601695537
1105820,"(-0.37780800461769104, -0.836527407169342, 0.17731763422489166, 0.3550139367580414)","(0.5948505997657776, -0.5076153874397278, 0.889329731464386)","(-0.5072265625000001, -2.7396514892578128, -2.6511260986328127)",1624955783,606716632
1105821,"(-0.37870147824287415, -0.8359848260879517, 0.1793113797903061, 0.35434457659721375)","(0.5378589034080505, -0.43677523732185364, 0.8035759329795837)","(-0.340643310546875, -3.0139007568359375, -3.196334838867188)",1624955783,611756086
1105822,"(-0.37945979833602905, -0.8353908658027649, 0.1811712682247162, 0.35398977994918823)","(0.5676863193511963, -0.2961602807044983, 0.7140936851501465)","(-0.48165588378906254, -3.30833740234375, -3.783563232421875)",1624955783,616703510
1105823,"(-0.3800133168697357, -0.8346852660179138, 0.18306636810302734, 0.3540850579738617)","(0.7003117799758911, -0.1305115967988968, 0.6246114373207092)","(-0.5914154052734375, -3.5815399169921878, -3.8894348144531254)",1624955783,621695280
1105824,"(-0.3802749216556549, -0.8338797688484192, 0.18500465154647827, 0.3546898066997528)","(0.8595688939094543, 0.04738764464855194, 0.49624699354171753)","(-0.7239044189453125, -3.9531372070312503, -3.873583984375)",1624955783,626694202
1105825,"(-0.38012897968292236, -0.8330070376396179, 0.1870063692331314, 0.35585087537765503)","(1.0481207370758057, 0.21889528632164001, 0.3188803791999817)","(-0.6841278076171875, -4.360922241210938, -3.483145141601563)",1624955783,631741523
1105826,"(-0.3794303238391876, -0.8320935368537903, 0.18918831646442413, 0.35757625102996826)","(1.3059148788452148, 0.3621734082698822, 0.09890318661928177)","(-0.6347808837890625, -4.3926239013671875, -2.776885986328125)",1624955783,636730432
1105827,"(-0.3781614899635315, -0.8312005400657654, 0.19158728420734406, 0.35971343517303467)","(1.548262596130371, 0.4276871979236603, -0.1189434826374054)","(-0.7460357666015626, -4.474270629882813, -1.8054992675781252)",1624955783,641718864
1105828,"(-0.37344157695770264, -0.8290635943412781, 0.20088350772857666, 0.3644721210002899)","(3.2676002979278564, 0.00744020938873291, -0.33146384358406067)","(-5.519229125976563, -2.463458251953125, 0.49571228027343756)",1624955783,646796703
1105829,"(-0.3683736026287079, -0.8273159861564636, 0.20853307843208313, 0.3692687153816223)","(4.664694786071777, 0.3350091576576233, -0.7788751125335693)","(0.9824523925781251, -4.089663696289063, -3.3527496337890628)",1624955783,651757240
1105830,"(-0.3639429211616516, -0.8261173367500305, 0.2132354974746704, 0.37363922595977783)","(3.333646535873413, 0.6311528086662292, -1.0824755430221558)","(-0.375335693359375, -3.9188934326171876, -3.876275634765625)",1624955783,656696081
1105831,"(-0.35949939489364624, -0.8250428438186646, 0.21695075929164886, 0.3781491816043854)","(2.9794459342956543, 0.825031042098999, -1.2880717515945435)","(-1.2462341308593752, -1.8877441406250002, -3.031396484375)",1624955783,661739110
1105832,"(-0.35413864254951477, -0.8235659003257751, 0.22236698865890503, 0.38324660062789917)","(4.0276665687561035, 0.9054585099220276, -1.4009897708892822)","(-1.4319580078125, 0.22280883789062503, -1.99122314453125)",1624955783,666758537
1105833,"(-0.3480963706970215, -0.8217259645462036, 0.2286938577890396, 0.38896578550338745)","(4.683869361877441, 0.9432753920555115, -1.4079140424728394)","(-0.9574798583984375, 1.8367523193359376, -1.6169342041015626)",1624955783,671763896
1105834,"(-0.3425024449825287, -0.8196800947189331, 0.2345714271068573, 0.39470580220222473)","(4.275873184204102, 0.9874839186668396, -1.3141707181930542)","(-0.5603118896484376, 2.989675903320313, -1.141259765625)",1624955783,676700353
1105835,"(-0.33774301409721375, -0.8177133798599243, 0.23953449726104736, 0.39987143874168396)","(3.691575527191162, 0.9906796813011169, -1.1197597980499268)","(-0.6074157714843751, 4.206002807617188, -0.5356384277343751)",1624955783,681879043
1105836,"(-0.32917022705078125, -0.8132753372192383, 0.25010260939598083, 0.40948280692100525)","(3.692108154296875, 0.8852185010910034, -0.702176034450531)","(-0.37249450683593754, 4.5159912109375, 0.014355468750000001)",1624955783,686685323
1105837,"(-0.32593369483947754, -0.8110889196395874, 0.25457870960235596, 0.41362640261650085)","(3.104614734649658, 0.895871102809906, -0.5040367245674133)","(-0.28367004394531253, 3.8925750732421878, 0.0370849609375)",1624955783,691711425
1105838,"(-0.3238547146320343, -0.8092230558395386, 0.2574790120124817, 0.4171068072319031)","(2.176236391067505, 0.9560586214065552, -0.3447796404361725)","(0.2059112548828125, 3.0971923828125, 0.2002288818359375)",1624955783,696715116
1105839,"(-0.3227025270462036, -0.807620644569397, 0.2593749761581421, 0.4199220538139343)","(1.5072499513626099, 0.9187743067741394, -0.15676037967205048)","(-0.3505126953125, 2.9409271240234376, 1.5369323730468751)",1624955783,701761484
1105840,"(-0.3218379616737366, -0.8060408234596252, 0.26140856742858887, 0.42235350608825684)","(1.444399356842041, 0.7882793545722961, 0.015812525525689125)","(-0.19529418945312502, 2.5042816162109376, 2.3469696044921875)",1624955783,706744909
1105841,"(-0.32097503542900085, -0.8043821454048157, 0.2641025483608246, 0.42449140548706055)","(1.651060700416565, 0.6007927656173706, 0.18838544189929962)","(-0.5136566162109375, 1.6783935546875002, 2.3985595703125)",1624955783,711723566
1105842,"(-0.3208182156085968, -0.8030263781547546, 0.26579463481903076, 0.42611780762672424)","(1.041729211807251, 0.5864116549491882, 0.26987820863723755)","(0.2283416748046875, 0.7834197998046876, 2.2677154541015625)",1624955783,716745138
1105843,"(-0.321345716714859, -0.8020787835121155, 0.26665204763412476, 0.42696866393089294)","(0.44624611735343933, 0.42981773614883423, 0.3913184106349945)","(0.25002441406250003, 0.7490264892578126, 3.1250061035156254)",1624955783,721756219
1105844,"(-0.3224049508571625, -0.800355851650238, 0.2692068815231323, 0.4277993142604828)","(0.4062986969947815, 0.016494961455464363, 0.5692176222801208)","(0.3832611083984375, 0.019140625, 3.0506866455078128)",1624955783,726772308
1105845,"(-0.3232884109020233, -0.7997291088104248, 0.27025631070137024, 0.42764297127723694)","(0.07553394138813019, -0.13210949301719666, 0.6565693616867065)","(0.679791259765625, -0.396868896484375, 2.7360626220703126)",1624955783,731786727
1105846,"(-0.32447704672813416, -0.7993563413619995, 0.2709846496582031, 0.4269781708717346)","(-0.1870538592338562, -0.25674548745155334, 0.7146263122558594)","(0.7569519042968751, -0.8505615234375, 2.1365722656250004)",1624955783,736716985
1105847,"(-0.3257126212120056, -0.7991048097610474, 0.27173465490341187, 0.42603039741516113)","(-0.20356546342372894, -0.34036877751350403, 0.7391273975372314)","(0.6273040771484375, -0.9794616699218751, 1.38350830078125)",1624955783,741706848
1105848,"(-0.32684653997421265, -0.7988669872283936, 0.272737979888916, 0.42496538162231445)","(-0.09437581151723862, -0.39842572808265686, 0.729007363319397)","(0.34258728027343754, -1.36915283203125, 0.8354583740234376)",1624955783,746756553
1105849,"(-0.32781434059143066, -0.7987157106399536, 0.2737572193145752, 0.4238472878932953)","(0.03558650612831116, -0.4053499400615692, 0.7045062780380249)","(0.44965515136718753, -1.3864990234375, 0.2211639404296875)",1624955783,751939773
1105850,"(-0.32853609323501587, -0.7985212802886963, 0.2749294936656952, 0.42289480566978455)","(0.16767935454845428, -0.39043623208999634, 0.6310030221939087)","(0.405841064453125, -1.675701904296875, -0.28292236328125003)",1624955783,756706476
1105851,"(-0.3291022479534149, -0.7979201078414917, 0.27787747979164124, 0.42166054248809814)","(0.506966233253479, -0.3275856077671051, 0.461625874042511)","(0.44741210937500003, -1.5977935791015627, -0.9787139892578126)",1624955783,761692047
1105852,"(-0.32907164096832275, -0.7974925637245178, 0.2795424461364746, 0.4213925302028656)","(0.6193516850471497, -0.26633286476135254, 0.40303632616996765)","(0.30296020507812504, -1.46126708984375, -1.2987213134765625)",1624955783,766696214
1105853,"(-0.3288559019565582, -0.7969663143157959, 0.2813013792037964, 0.42138612270355225)","(0.7397266030311584, -0.19069905579090118, 0.3359246253967285)","(0.19320068359375, -1.1895599365234375, -1.3752838134765626)",1624955783,771703481
1105854,"(-0.3285120129585266, -0.7963082194328308, 0.28320741653442383, 0.42162176966667175)","(0.8696889281272888, -0.11666315048933029, 0.30662983655929565)","(0.24837951660156252, -0.8825622558593751, -1.4147613525390625)",1624955783,776787757
1105855,"(-0.3280775249004364, -0.7955353260040283, 0.2852224111557007, 0.4220605790615082)","(0.9708890914916992, -0.04955146089196205, 0.2858571708202362)","(0.440234375, -0.5546295166015626, -1.0711273193359376)",1624955783,791955471
1105856,"(-0.3280775249004364, -0.7955353260040283, 0.2852224111557007, 0.4220605790615082)","(0.9708890914916992, -0.04955146089196205, 0.2858571708202362)","(0.440234375, -0.5546295166015626, -1.0711273193359376)",1624955783,792330026
1105857,"(-0.3280775249004364, -0.7955353260040283, 0.2852224111557007, 0.4220605790615082)","(0.9708890914916992, -0.04955146089196205, 0.2858571708202362)","(0.440234375, -0.5546295166015626, -1.0711273193359376)",1624955783,792663335
1105858,"(-0.31767353415489197, -0.7968307137489319, 0.28564709424972534, 0.4272576570510864)","(4.580538749694824, 0.4852115213871002, -2.392751455307007)","(2.647238159179688, -5.9252197265625, 0.5220306396484375)",1624955783,796745777
1105859,"(-0.312759131193161, -0.7967077493667603, 0.28469640016555786, 0.43172428011894226)","(1.2622389793395996, 1.1328926086425781, -2.5093979835510254)","(-2.3501098632812503, -0.47073974609375, -7.720401000976563)",1624955783,801722764
1105860,"(-0.30705225467681885, -0.7957272529602051, 0.2863801419734955, 0.4364895820617676)","(2.5165884494781494, 0.9336880445480347, -2.198340654373169)","(0.5576202392578126, -1.5892700195312501, -8.719900512695313)",1624955783,806721210
1105861,"(-0.2995445430278778, -0.7933269143104553, 0.29268234968185425, 0.4418623149394989)","(4.7983856201171875, 0.5587148070335388, -1.816975712776184)","(0.058917236328125004, 4.563693237304688, 1.753460693359375)",1624955783,811767101
1105862,"(-0.2932722866535187, -0.7914412021636963, 0.29652923345565796, 0.4468584954738617)","(3.553623914718628, 0.8165088891983032, -1.8840874433517456)","(0.52935791015625, 3.960015869140625, 0.5118621826171875)",1624955783,816715717
1105863,"(-0.28856876492500305, -0.7906274199485779, 0.2983129024505615, 0.4501619338989258)","(2.3413524627685547, 0.5874769687652588, -1.5778237581253052)","(0.238360595703125, 1.3047027587890625, -2.5147491455078126)",1624955783,821727037
1105864,"(-0.28329595923423767, -0.7890591621398926, 0.301697701215744, 0.4539906978607178)","(2.9895660877227783, 0.5342137217521667, -1.5053857564926147)","(0.6403137207031251, 4.710537719726563, 4.564889526367188)",1624955783,826724290
1105865,"(-0.2775793969631195, -0.7866513729095459, 0.30740633606910706, 0.45785439014434814)","(4.027133941650391, 0.3611081540584564, -1.0846060514450073)","(0.8912353515625001, 7.276278686523438, 2.6716125488281253)",1624955783,831719636
1105866,"(-0.2743087708950043, -0.7855532765388489, 0.3098142743110657, 0.46008244156837463)","(1.9626506567001343, 0.26257115602493286, -0.8353341221809387)","(0.6687255859375001, 3.8679016113281253, 2.3487640380859376)",1624955783,836746215
