seq,orientation,angular velocity,linear acceleration,secs,nsecs
1105451,"(-0.058356232941150665, -0.2111716866493225, -0.8364831209182739, 0.5022760033607483)","(0.2491721212863922, -0.16513270139694214, 0.4046342074871063)","(0.07476806640625, -0.21503295898437502, 1.6538696289062502)",1624955781,761710405
1105452,"(-0.05888700485229492, -0.2116585373878479, -0.835898220539093, 0.5029981732368469)","(0.13785193860530853, -0.2588760256767273, 0.4371247887611389)","(-0.271258544921875, 0.1251617431640625, 1.8840057373046877)",1624955781,766705751
1105453,"(-0.059783317148685455, -0.21200987696647644, -0.8353084325790405, 0.5037237405776978)","(0.004693823400884867, -0.3643372356891632, 0.4839964509010315)","(-0.17690124511718752, 0.260791015625, 1.8554443359375001)",1624955781,771720886
1105454,"(-0.06105487048625946, -0.21217387914657593, -0.8347175121307373, 0.5044811964035034)","(-0.1503022164106369, -0.4602110683917999, 0.5372596979141235)","(-0.0198883056640625, 0.35529785156250004, 1.4531921386718751)",1624955781,776709318
1105455,"(-0.06254252791404724, -0.21221387386322021, -0.8341338634490967, 0.5052468776702881)","(-0.2467086911201477, -0.5124090313911438, 0.5628260374069214)","(0.1490875244140625, 0.31058654785156253, 1.040771484375)",1624955781,792161941
1105456,"(-0.06254252791404724, -0.21221387386322021, -0.8341338634490967, 0.5052468776702881)","(-0.2467086911201477, -0.5124090313911438, 0.5628260374069214)","(0.1490875244140625, 0.31058654785156253, 1.040771484375)",1624955781,792533159
1105457,"(-0.06254252791404724, -0.21221387386322021, -0.8341338634490967, 0.5052468776702881)","(-0.2467086911201477, -0.5124090313911438, 0.5628260374069214)","(0.1490875244140625, 0.31058654785156253, 1.040771484375)",1624955781,792796134
1105458,"(-0.06794080138206482, -0.213483065366745, -0.831274151802063, 0.5087162256240845)","(0.01428120769560337, -0.5422364473342896, 0.6107629537582397)","(-0.10602111816406251, -0.357989501953125, 0.7588958740234375)",1624955781,796708583
1105459,"(-0.06913799047470093, -0.21398408710956573, -0.8305230736732483, 0.5095703601837158)","(0.07340341061353683, -0.5486280918121338, 0.5841313600540161)","(-0.22879028320312503, -0.5030395507812501, 0.8860015869140626)",1624955781,801709175
1105460,"(-0.07031217217445374, -0.21465545892715454, -0.8297563791275024, 0.5103755593299866)","(0.1666140854358673, -0.5779228210449219, 0.5505754947662354)","(-0.108563232421875, -0.7801300048828126, 0.9809570312500001)",1624955781,806684732
1105461,"(-0.07140007615089417, -0.21552227437496185, -0.8289799690246582, 0.5111202597618103)","(0.28485849499702454, -0.6130765676498413, 0.5106280446052551)","(-0.22789306640625, -1.042266845703125, 1.2066070556640627)",1624955781,811703443
1105462,"(-0.07240655273199081, -0.21662937104701996, -0.8281973600387573, 0.5117788314819336)","(0.39511340856552124, -0.6375777125358582, 0.4594953656196594)","(-0.08957214355468751, -1.074566650390625, 1.2571502685546876)",1624955781,816729545
1105463,"(-0.073288194835186, -0.21793895959854126, -0.8274372816085815, 0.5123264193534851)","(0.5096293687820435, -0.6514261364936829, 0.38865524530410767)","(-0.12306823730468751, -1.269561767578125, 1.280328369140625)",1624955781,821761846
1105464,"(-0.07467740774154663, -0.22146597504615784, -0.8260260820388794, 0.5128900408744812)","(0.5948505997657776, -0.6982977986335754, 0.2128865271806717)","(0.10093688964843751, -1.3824615478515625, 1.3912841796875002)",1624955781,826678752
1105465,"(-0.07571199536323547, -0.22302678227424622, -0.8255107402801514, 0.5128917694091797)","(0.39404815435409546, -0.7643442153930664, 0.1708085685968399)","(0.08359069824218751, -0.7300354003906251, 1.4844451904296876)",1624955781,831733465
1105466,"(-0.0768066793680191, -0.2245894968509674, -0.8249614834785461, 0.5129308104515076)","(0.38552603125572205, -0.7845842242240906, 0.1985054612159729)","(0.23267822265625002, -0.1435546875, 1.1091094970703126)",1624955781,836730003
1105467,"(-0.07794541865587234, -0.22605684399604797, -0.8243944644927979, 0.5130260586738586)","(0.35356807708740234, -0.7994979619979858, 0.2357897311449051)","(0.0085235595703125, 0.14819030761718752, 0.8384490966796876)",1624955781,841741085
1105468,"(-0.0791928768157959, -0.22724878787994385, -0.8238305449485779, 0.5132141709327698)","(0.2177468091249466, -0.7584852576255798, 0.29224875569343567)","(0.033944702148437506, 0.2256500244140625, 0.6374725341796875)",1624955781,846762895
1105469,"(-0.0804373025894165, -0.22819815576076508, -0.8232889175415039, 0.5134684443473816)","(0.13838456571102142, -0.7105483412742615, 0.32154354453086853)","(-0.110955810546875, 0.1538726806640625, 0.8125793457031251)",1624955781,851722002
1105470,"(-0.08179152011871338, -0.2289486676454544, -0.8227413296699524, 0.5137978792190552)","(0.0659465566277504, -0.716407299041748, 0.36575204133987427)","(-0.279632568359375, -0.0952545166015625, 0.9815551757812501)",1624955781,856747150
1105471,"(-0.08508150279521942, -0.22948910295963287, -0.821744441986084, 0.5146169662475586)","(-0.18492332100868225, -0.7345167994499207, 0.45789745450019836)","(-0.43589782714843756, -0.19888305664062503, 0.90140380859375)",1624955781,861692905
1105472,"(-0.08680925518274307, -0.22981834411621094, -0.8211801648139954, 0.5150818228721619)","(-0.14497590065002441, -0.7478325963020325, 0.46375641226768494)","(-0.4155609130859375, -0.5040863037109375, 0.7571014404296875)",1624955781,866738796
1105473,"(-0.08854949474334717, -0.23005442321300507, -0.8206453919410706, 0.5155321359634399)","(-0.16787908971309662, -0.7281252145767212, 0.447244793176651)","(-0.49960021972656254, -0.8365051269531251, 0.4684967041015625)",1624955781,871737003
1105474,"(-0.09018285572528839, -0.23033131659030914, -0.8201273083686829, 0.5159494280815125)","(-0.09810423851013184, -0.700428307056427, 0.40356895327568054)","(-0.5535827636718751, -1.30933837890625, 0.33316650390625)",1624955781,876703023
1105475,"(-0.09156955778598785, -0.2308509200811386, -0.8196013569831848, 0.5163084268569946)","(0.08032763004302979, -0.6503608822822571, 0.3263372480869293)","(-0.3282318115234375, -1.7791809082031251, 0.20411682128906253)",1624955781,881802558
1105476,"(-0.09260118752717972, -0.2316199541091919, -0.8191066980361938, 0.5165647864341736)","(0.2774016261100769, -0.5789881348609924, 0.2176802158355713)","(-0.17585449218750002, -2.1277496337890627, 0.32479248046875003)",1624955781,886790990
1105477,"(-0.09327836334705353, -0.2326599806547165, -0.8186569213867188, 0.5166885852813721)","(0.46488824486732483, -0.5331817269325256, 0.10582740604877472)","(-0.1443023681640625, -2.2070037841796877, 0.68607177734375)",1624955781,891695022
1105478,"(-0.09362641721963882, -0.23394069075584412, -0.818282961845398, 0.5166396498680115)","(0.6076337695121765, -0.5012238025665283, -0.011351728811860085)","(-0.2002288818359375, -1.9735778808593751, 1.0962493896484375)",1624955781,896736145
1105479,"(-0.09355790913105011, -0.23780058324337006, -0.817582368850708, 0.5159989595413208)","(0.9122995138168335, -0.5267901420593262, -0.19297939538955688)","(0.07222595214843751, -1.4886322021484375, 1.8781738281250002)",1624955781,901701450
1105480,"(-0.0932491272687912, -0.24043238162994385, -0.8172050714492798, 0.5154328942298889)","(1.0598386526107788, -0.5757923126220703, -0.2654173970222473)","(0.1401153564453125, -1.7389556884765627, 2.0930572509765626)",1624955781,906726121
1105481,"(-0.0930769145488739, -0.24300247430801392, -0.8169395923614502, 0.5146793723106384)","(0.9852701425552368, -0.6274576783180237, -0.3431817293167114)","(0.15447082519531252, -1.8346588134765627, 2.10247802734375)",1624955781,912429094
1105482,"(-0.09298636764287949, -0.2456146776676178, -0.8167303800582886, 0.5137872695922852)","(0.9698238372802734, -0.6801882982254028, -0.4001734256744385)","(-0.09540405273437501, -1.5191375732421877, 2.0888702392578127)",1624955781,916726827
1105483,"(-0.09273362159729004, -0.24854163825511932, -0.8165230751037598, 0.5127541422843933)","(1.1173629760742188, -0.7089504599571228, -0.48379671573638916)","(-0.16807861328125, -1.3301239013671875, 1.7669189453125)",1624955781,921714544
1105484,"(-0.09240338951349258, -0.251675009727478, -0.8163370490074158, 0.5115805268287659)","(1.203116774559021, -0.7430388927459717, -0.5578325986862183)","(-0.111553955078125, -0.9109741210937501, 1.6290466308593752)",1624955781,926688194
1105485,"(-0.09195568412542343, -0.2548140585422516, -0.8161521553993225, 0.5104010701179504)","(1.3575801849365234, -0.732918918132782, -0.6222811341285706)","(0.21009826660156253, -1.1870178222656251, 1.3091888427734375)",1624955781,931715250
1105486,"(-0.09165207296609879, -0.25782760977745056, -0.8160998821258545, 0.5090242028236389)","(1.129080891609192, -0.7430388927459717, -0.6553043723106384)","(0.14400329589843752, -0.5084228515625, 1.2380096435546877)",1624955781,936685323
1105487,"(-0.09141059964895248, -0.26084572076797485, -0.8160085678100586, 0.5076746344566345)","(1.1221567392349243, -0.7654094696044922, -0.6292053461074829)","(-0.104974365234375, 0.3002685546875, 1.4974548339843752)",1624955781,941679477
1105488,"(-0.09099134802818298, -0.2674989104270935, -0.815445065498352, 0.5051873326301575)","(1.2750221490859985, -0.8303906321525574, -0.5796705484390259)","(0.7970275878906251, -0.5151519775390625, 0.5552276611328125)",1624955781,946708202
1105489,"(-0.09128660708665848, -0.27006858587265015, -0.8153597712516785, 0.5039029717445374)","(0.8361330628395081, -0.8532938361167908, -0.5232115387916565)","(0.2092010498046875, 0.35395202636718753, 1.2006256103515627)",1624955781,951742887
1105490,"(-0.09176549315452576, -0.2725112736225128, -0.8152187466621399, 0.5027276873588562)","(0.7589013576507568, -0.8809906840324402, -0.44278401136398315)","(-0.42857055664062504, 0.8830108642578126, 1.2139343261718751)",1624955781,956719875
1105491,"(-0.0922938883304596, -0.2750777304172516, -0.814952552318573, 0.5016552805900574)","(0.8132298588752747, -0.9188076257705688, -0.3724765181541443)","(-0.49421691894531256, 0.975872802734375, 1.2003265380859376)",1624955781,961715936
1105492,"(-0.09284693747758865, -0.2775263786315918, -0.8146777749061584, 0.5006569623947144)","(0.7434550523757935, -0.9539613723754883, -0.3027016818523407)","(-0.43515014648437506, 0.6596038818359375, 0.750372314453125)",1624955781,966727018
1105493,"(-0.09365847706794739, -0.27948394417762756, -0.8145029544830322, 0.4997014105319977)","(0.503237783908844, -0.8660770058631897, -0.28565743565559387)","(0.37563476562500003, 0.5015441894531251, 0.66932373046875)",1624955781,971719980
1105494,"(-0.09428191930055618, -0.28143712878227234, -0.8142461180686951, 0.49890249967575073)","(0.547978937625885, -0.8229337930679321, -0.20522993803024292)","(-0.24673461914062503, 0.6724639892578126, 0.6356781005859375)",1624955781,976680755
1105495,"(-0.09530036151409149, -0.28577378392219543, -0.8133909702301025, 0.49762412905693054)","(0.6747454404830933, -0.8069548010826111, -0.13172666728496552)","(-0.20561218261718753, 0.0653472900390625, 1.4102752685546875)",1624955781,981954336
1105496,"(-0.09596918523311615, -0.28775256872177124, -0.8129973411560059, 0.49701476097106934)","(0.6001768708229065, -0.7877800464630127, -0.14024877548217773)","(-0.14534912109375, -0.32703552246093753, 1.7413482666015627)",1624955781,986773967
1105497,"(-0.09656579792499542, -0.2899363934993744, -0.8125540614128113, 0.49635452032089233)","(0.6965833902359009, -0.8138790130615234, -0.1599561870098114)","(-0.1093109130859375, -0.9815551757812501, 1.9979522705078125)",1624955781,991804361
1105498,"(-0.09711924195289612, -0.29234063625335693, -0.8121241331100464, 0.49553927779197693)","(0.7786087393760681, -0.8671422600746155, -0.23505735397338867)","(-0.3991119384765625, -1.5303527832031252, 2.1759002685546878)",1624955781,996734142
1105499,"(-0.09770796447992325, -0.2947612702846527, -0.8117750287055969, 0.4945606589317322)","(0.7589013576507568, -0.901763379573822, -0.30909326672554016)","(-0.2534637451171875, -1.8502105712890626, 2.2394531250000003)",1624955782,1727819
1105500,"(-0.09831755608320236, -0.29728126525878906, -0.8114908933639526, 0.4933963716030121)","(0.7738150954246521, -0.9534287452697754, -0.39324918389320374)","(-0.385504150390625, -2.0763092041015625, 2.2901458740234375)",1624955782,6760358
1105501,"(-0.09875714033842087, -0.30021852254867554, -0.8111639618873596, 0.4920658469200134)","(0.9628995656967163, -1.0082898139953613, -0.4859272241592407)","(-0.22579956054687503, -2.1769470214843754, 2.1062164306640625)",1624955782,11723756
1105502,"(-0.09943299740552902, -0.3063802421092987, -0.8105934262275696, 0.4890625476837158)","(1.3842118978500366, -1.0652815103530884, -0.7762119174003601)","(0.5939575195312501, -3.055471801757813, 0.6029296875000001)",1624955782,16762256
1105503,"(-0.09958741813898087, -0.30952543020248413, -0.8105119466781616, 0.48718172311782837)","(1.2244220972061157, -1.079662561416626, -0.86249840259552)","(-0.3122314453125, -2.0688323974609375, 1.072174072265625)",1624955782,21708488
1105504,"(-0.09937052428722382, -0.3132699131965637, -0.8103207945823669, 0.48514583706855774)","(1.4838141202926636, -1.0892499685287476, -0.9514480233192444)","(-0.23596801757812502, -1.4440704345703126, 0.8825622558593751)",1624955782,26667356
1105505,"(-0.0988253727555275, -0.3175811469554901, -0.8099992871284485, 0.48298537731170654)","(1.7661093473434448, -1.1137510538101196, -1.036136507987976)","(-0.25899658203125003, -1.3619750976562501, 0.77100830078125)",1624955782,31738996
1105506,"(-0.0982077494263649, -0.32226383686065674, -0.8096684813499451, 0.4805566668510437)","(1.8907452821731567, -1.0988373756408691, -1.208176851272583)","(0.80869140625, -1.597943115234375, -0.10093688964843751)",1624955782,36719083
1105507,"(-0.0973815768957138, -0.3266505002975464, -0.8095661401748657, 0.4779260456562042)","(1.733086109161377, -1.0631510019302368, -1.269962191581726)","(-0.1882659912109375, -0.5839385986328125, 0.3392974853515625)",1624955782,41697978
1105508,"(-0.09616656601428986, -0.3314942419528961, -0.809295654296875, 0.4752844274044037)","(1.9567917585372925, -1.041845679283142, -1.2752885818481445)","(-0.43589782714843756, 0.14295654296875002, 0.26318359375)",1624955782,46710729
1105509,"(-0.09474371373653412, -0.3368489146232605, -0.8088165521621704, 0.47262269258499146)","(2.225238561630249, -1.0263993740081787, -1.3370739221572876)","(0.28725891113281254, -0.1772003173828125, -0.09794616699218751)",1624955782,51923036
1105510,"(-0.09213317930698395, -0.346358060836792, -0.8081668615341187, 0.46734777092933655)","(1.8987348079681396, -0.9603529572486877, -1.2028504610061646)","(-0.19140625, 1.3175628662109375, 0.43141174316406256)",1624955782,56723117
1105511,"(-0.0908292829990387, -0.35118529200553894, -0.8076003193855286, 0.4649738371372223)","(2.026033878326416, -0.9374497532844543, -1.151185154914856)","(0.5010955810546875, 0.6929504394531251, 0.6458465576171876)",1624955782,61679363
1105512,"(-0.08993799984455109, -0.355324387550354, -0.8071976900100708, 0.46269601583480835)","(1.6665070056915283, -0.9214707612991333, -1.056909203529358)","(-0.5778076171875001, 1.3501617431640627, 0.9535919189453126)",1624955782,66716194
1105513,"(-0.08933953940868378, -0.359077513217926, -0.8067694306373596, 0.460657000541687)","(1.4784878492355347, -0.910285472869873, -0.9019131660461426)","(-0.6400146484375, 1.7441894531250002, 0.9849945068359376)",1624955782,71682214
1105514,"(-0.08874427527189255, -0.362965852022171, -0.8061491250991821, 0.45880699157714844)","(1.5658395290374756, -0.9166770577430725, -0.7980498671531677)","(-0.96241455078125, 1.0660430908203127, 1.3011138916015625)",1624955782,76691865
1105515,"(-0.08854612708091736, -0.36637869477272034, -0.8055615425109863, 0.45716166496276855)","(1.3133717775344849, -0.9278623461723328, -0.6462495923042297)","(-0.40299987792968756, 1.332366943359375, 1.2438415527343751)",1624955782,82307338
1105516,"(-0.08869434148073196, -0.36944884061813354, -0.8049564957618713, 0.45572566986083984)","(1.128548264503479, -0.9491676688194275, -0.4955146312713623)","(-0.46445922851562504, 1.6650848388671877, 1.3509094238281252)",1624955782,86748838
1105517,"(-0.08915957808494568, -0.3723379671573639, -0.8042584657669067, 0.4545143246650696)","(1.022021770477295, -0.9933761358261108, -0.3346596360206604)","(-0.29608154296875, 1.463958740234375, 1.5955505371093752)",1624955782,91694831
1105518,"(-0.09090173244476318, -0.3774960935115814, -0.802786111831665, 0.4525129497051239)","(0.8121646046638489, -1.0610204935073853, -0.13012877106666565)","(-0.117535400390625, 0.39103698730468756, 1.466949462890625)",1624955782,96716403
1105519,"(-0.09090173244476318, -0.3774960935115814, -0.802786111831665, 0.4525129497051239)","(0.8121646046638489, -1.0610204935073853, -0.13012877106666565)","(-0.117535400390625, 0.39103698730468756, 1.466949462890625)",1624955782,101782321
1105520,"(-0.09298217296600342, -0.3821720480918884, -0.8013535141944885, 0.45070090889930725)","(0.8409267663955688, -1.1425132751464844, -0.14930352568626404)","(-0.25211791992187504, -1.3266845703125, 1.3621246337890627)",1624955782,106688976
1105521,"(-0.09411104768514633, -0.3845086097717285, -0.8007116913795471, 0.4496186673641205)","(0.8521120548248291, -1.1680796146392822, -0.23292683064937592)","(-0.2621368408203125, -1.8674072265625001, 1.26746826171875)",1624955782,111724853
1105522,"(-0.09524796903133392, -0.38694000244140625, -0.8001437187194824, 0.44830256700515747)","(0.8739500045776367, -1.2117555141448975, -0.3570301830768585)","(-0.19933166503906252, -2.2956787109375, 0.9830505371093751)",1624955782,116752147
1105523,"(-0.09634876996278763, -0.38939163088798523, -0.7997010350227356, 0.4467317461967468)","(0.8361330628395081, -1.2234734296798706, -0.482731431722641)","(-0.1487884521484375, -2.256948852539063, 0.6273040771484375)",1624955782,121692895
1105524,"(-0.09723690152168274, -0.39211973547935486, -0.7992495894432068, 0.4449574053287506)","(0.9330721497535706, -1.2202775478363037, -0.5908558368682861)","(-0.1003387451171875, -1.8995574951171876, 0.27529602050781254)",1624955782,126730442
1105525,"(-0.09781061857938766, -0.39519786834716797, -0.7987199425697327, 0.44305530190467834)","(1.0928618907928467, -1.1909828186035156, -0.6744791269302368)","(-0.06773986816406251, -1.4542388916015625, 0.0426177978515625)",1624955782,131730079
1105526,"(-0.09796487540006638, -0.40245822072029114, -0.7973460555076599, 0.4389411211013794)","(1.4960646629333496, -1.124403715133667, -0.8539762496948242)","(-0.021533203125, -1.0371826171875, -0.3505126953125)",1624955782,136718034
1105527,"(-0.09769033640623093, -0.4065040051937103, -0.7965337634086609, 0.4367433488368988)","(1.6201680898666382, -1.0812605619430542, -0.953578531742096)","(0.5794525146484375, -1.48818359375, -0.5266662597656251)",1624955782,141720771
1105528,"(-0.09721992164850235, -0.4103561341762543, -0.7958928346633911, 0.43440791964530945)","(1.5322836637496948, -1.0391825437545776, -1.0079070329666138)","(-0.033944702148437506, -0.8960205078125001, -0.2178741455078125)",1624955782,146712541
1105529,"(-0.09643499553203583, -0.4145769476890564, -0.7951360940933228, 0.4319539964199066)","(1.7346839904785156, -1.0343888998031616, -1.088334560394287)","(-0.079254150390625, -0.6368743896484376, -0.07611389160156251)",1624955782,151677608
1105530,"(-0.0952848568558693, -0.419040322303772, -0.7943557500839233, 0.42932984232902527)","(1.9322906732559204, -1.0509004592895508, -1.1964589357376099)","(-0.9517974853515626, -1.0208831787109376, 0.351409912109375)",1624955782,156686067
1105531,"(-0.0944494754076004, -0.423197865486145, -0.7937303781509399, 0.42658400535583496)","(1.67609441280365, -1.050367832183838, -1.220960021018982)","(0.131591796875, -0.312530517578125, 0.11544189453125)",1624955782,161715984
1105532,"(-0.09353718161582947, -0.42733222246170044, -0.7930729985237122, 0.42387714982032776)","(1.6414732933044434, -1.0354541540145874, -1.1522504091262817)","(-0.34348449707031253, 0.5299560546875001, 0.056674194335937504)",1624955782,166691541
1105533,"(-0.09152596443891525, -0.4363842308521271, -0.7910416126251221, 0.41885876655578613)","(1.8108505010604858, -1.0285298824310303, -1.043593406677246)","(0.5348907470703126, 0.59635009765625, 0.025570678710937503)",1624955782,171674966
1105534,"(-0.09073938429355621, -0.44026240706443787, -0.7902673482894897, 0.41642534732818604)","(1.5493279695510864, -1.0120183229446411, -0.9567742943763733)","(-0.6108551025390625, 1.0727722167968752, 0.366961669921875)",1624955782,176735639
1105535,"(-0.09023959934711456, -0.44418174028396606, -0.7892163395881653, 0.41435670852661133)","(1.6164395809173584, -1.0120183229446411, -0.7991151213645935)","(-0.505133056640625, 1.9369415283203126, 0.332568359375)",1624955782,192157745
1105536,"(-0.09023959934711456, -0.44418174028396606, -0.7892163395881653, 0.41435670852661133)","(1.6164395809173584, -1.0120183229446411, -0.7991151213645935)","(-0.505133056640625, 1.9369415283203126, 0.332568359375)",1624955782,192677259
1105537,"(-0.0908946767449379, -0.45392462611198425, -0.7859580516815186, 0.40982645750045776)","(1.0332070589065552, -1.0338562726974487, -0.21321941912174225)","(-0.3712982177734375, 2.0661407470703126, 0.7408020019531251)",1624955782,193766832
1105538,"(-0.09189371019601822, -0.45651546120643616, -0.7848348021507263, 0.40887781977653503)","(0.9256153106689453, -1.074336290359497, -0.030526496469974518)","(-0.8897399902343751, 1.85604248046875, 0.9773681640625)",1624955782,196698188
1105539,"(-0.09189371019601822, -0.45651546120643616, -0.7848348021507263, 0.40887781977653503)","(0.9256153106689453, -1.074336290359497, -0.030526496469974518)","(-0.8897399902343751, 1.85604248046875, 0.9773681640625)",1624955782,201709747
1105540,"(-0.09300673753023148, -0.45889249444007874, -0.783744752407074, 0.4080556631088257)","(0.8222846388816833, -1.1132184267044067, 0.11967585235834122)","(-0.557769775390625, 1.0518371582031252, 0.8326171875)",1624955782,206732273
1105541,"(-0.09607651829719543, -0.46307048201560974, -0.7816026210784912, 0.40673160552978516)","(0.733335018157959, -1.1760691404342651, 0.1990380883216858)","(-0.43081359863281254, -1.1049224853515627, 0.6132476806640625)",1624955782,211905241
1105542,"(-0.09754003584384918, -0.4655337631702423, -0.7803928256034851, 0.4058937728404999)","(0.8169583082199097, -1.1963090896606445, 0.1255348026752472)","(-0.40554199218750003, -1.8203033447265626, 0.319110107421875)",1624955782,216752052
1105543,"(-0.09887094795703888, -0.46813154220581055, -0.7792196273803711, 0.4048368036746979)","(0.8712868094444275, -1.218679666519165, 0.007823038846254349)","(-0.654669189453125, -2.7737457275390627, 0.357391357421875)",1624955782,221780776
1105544,"(-0.10009243339300156, -0.47074460983276367, -0.778182864189148, 0.40349897742271423)","(0.8553078174591064, -1.2362565994262695, -0.13971614837646484)","(-0.6509307861328125, -2.8497100830078126, -0.1018341064453125)",1624955782,226722478
1105545,"(-0.10105545073747635, -0.47348079085350037, -0.7772019505500793, 0.4019453525543213)","(0.9240174293518066, -1.2112228870391846, -0.28619006276130676)","(-0.6326873779296875, -2.7629791259765626, -0.5354888916015625)",1624955782,231715440
1105546,"(-0.10157348215579987, -0.4766165614128113, -0.7760733962059021, 0.40028610825538635)","(1.1716915369033813, -1.156894326210022, -0.40976080298423767)","(-0.542218017578125, -2.1198242187500003, -0.7859619140625)",1624955782,236749887
1105547,"(-0.10173947364091873, -0.48007431626319885, -0.7748057246208191, 0.3985641300678253)","(1.375157117843628, -1.111620545387268, -0.497112512588501)","(-0.3043060302734375, -1.6315887451171875, -0.9262268066406251)",1624955782,241669893
1105548,"(-0.10162724554538727, -0.48363247513771057, -0.7735240459442139, 0.3967767655849457)","(1.4603782892227173, -1.0471720695495605, -0.5823336839675903)","(-0.3252410888671875, -0.87867431640625, -0.9360961914062501)",1624955782,246716499
1105549,"(-0.100948266685009, -0.49123769998550415, -0.7706873416900635, 0.3931104838848114)","(1.61857008934021, -1.013083577156067, -0.6318685412406921)","(-0.32838134765625004, 0.2839691162109375, -0.28142700195312503)",1624955782,251694917
1105550,"(-0.10053489357233047, -0.4950609505176544, -0.7692534327507019, 0.39122432470321655)","(1.5924711227416992, -1.0226709842681885, -0.6142916679382324)","(-0.167779541015625, 0.9175537109375, -0.060861206054687506)",1624955782,256725788
1105551,"(-0.10021212697029114, -0.49883413314819336, -0.7678210139274597, 0.3893236219882965)","(1.5716984272003174, -1.0679446458816528, -0.5839316248893738)","(-0.15611572265625, 1.208251953125, 0.36068115234375003)",1624955782,261683225
1105552,"(-0.10020299255847931, -0.5024993419647217, -0.7663599848747253, 0.38748690485954285)","(1.5179026126861572, -1.1206753253936768, -0.5477126240730286)","(-0.096002197265625, 1.5895690917968752, 0.5091705322265625)",1624955782,266713142
1105553,"(-0.10043415427207947, -0.5062529444694519, -0.7647764682769775, 0.38566550612449646)","(1.5349467992782593, -1.2213428020477295, -0.47048088908195496)","(-0.996807861328125, 2.1021789550781254, 0.6225189208984375)",1624955782,271750688
1105554,"(-0.10089681297540665, -0.5099704265594482, -0.7631368637084961, 0.3838907778263092)","(1.4971299171447754, -1.2868566513061523, -0.390053391456604)","(0.12321777343750001, 2.2686126708984378, 0.39701843261718756)",1624955782,276770830
1105555,"(-0.10174938291311264, -0.5131698846817017, -0.7616801857948303, 0.38229185342788696)","(1.2169653177261353, -1.2825956344604492, -0.2478405386209488)","(-0.5836395263671875, 2.7985687255859375, 0.052935791015625004)",1624955782,292061328
1105556,"(-0.10174938291311264, -0.5131698846817017, -0.7616801857948303, 0.38229185342788696)","(1.2169653177261353, -1.2825956344604492, -0.2478405386209488)","(-0.5836395263671875, 2.7985687255859375, 0.052935791015625004)",1624955782,292437553
1105557,"(-0.10174938291311264, -0.5131698846817017, -0.7616801857948303, 0.38229185342788696)","(1.2169653177261353, -1.2825956344604492, -0.2478405386209488)","(-0.5836395263671875, 2.7985687255859375, 0.052935791015625004)",1624955782,292723178
1105558,"(-0.1083422601222992, -0.5232903361320496, -0.7552202939987183, 0.37956756353378296)","(0.8292088508605957, -1.1654164791107178, 0.609697699546814)","(-0.644500732421875, 2.8290740966796877, -1.2359161376953125)",1624955782,296709060
1105559,"(-0.11011206358671188, -0.5257695317268372, -0.7532472014427185, 0.37955281138420105)","(0.8505141735076904, -1.0839236974716187, 0.7636284828186035)","(-0.5890228271484376, 1.9740264892578125, -1.3449279785156252)",1624955782,301727533
1105560,"(-0.11186174303293228, -0.5281171202659607, -0.751224160194397, 0.37979137897491455)","(0.8792762756347656, -1.0098878145217896, 0.8238159418106079)","(-0.6447998046875001, 1.160400390625, -1.106866455078125)",1624955782,306705474
1105561,"(-0.11360907554626465, -0.5303319096565247, -0.74920254945755, 0.38017967343330383)","(0.8920595049858093, -0.9576897621154785, 0.8259464502334595)","(-0.6338836669921876, 0.0764129638671875, -0.93848876953125)",1624955782,311705589
1105562,"(-0.11525638401508331, -0.5325083136558533, -0.7471440434455872, 0.38069233298301697)","(0.9724869728088379, -0.9134812951087952, 0.8094348907470703)","(-0.713287353515625, -0.6192291259765625, -0.7277923583984376)",1624955782,316745042
1105563,"(-0.11670567095279694, -0.5348389148712158, -0.7450157403945923, 0.3811543583869934)","(1.0726218223571777, -0.8889802098274231, 0.7487147450447083)","(-0.6178833007812501, -1.36556396484375, -0.46670227050781254)",1624955782,321746349
1105564,"(-0.11899770051240921, -0.5398394465446472, -0.7406752705574036, 0.381854772567749)","(1.2281506061553955, -0.8330537676811218, 0.5942513346672058)","(-0.39881286621093753, -1.91944580078125, -0.15940551757812502)",1624955782,326740980
1105565,"(-0.11978378891944885, -0.542588472366333, -0.7384247183799744, 0.382071316242218)","(1.3437317609786987, -0.8048242926597595, 0.5042364597320557)","(-0.5378814697265626, -2.26397705078125, 0.1897613525390625)",1624955782,331697225
1105566,"(-0.12039951980113983, -0.5454934239387512, -0.736139178276062, 0.3821517527103424)","(1.4262897968292236, -0.8101506233215332, 0.4147542417049408)","(-0.6166870117187501, -2.1859191894531254, 0.6231170654296876)",1624955782,336711168
1105567,"(-0.12088751047849655, -0.5484330058097839, -0.7339072823524475, 0.38208308815956116)","(1.4385403394699097, -0.807487428188324, 0.3226088285446167)","(-0.45787963867187503, -1.9520446777343752, 0.76502685546875)",1624955782,341746807
1105568,"(-0.12136723101139069, -0.5511892437934875, -0.7318158745765686, 0.38197633624076843)","(1.4486603736877441, -0.8303906321525574, 0.22833287715911865)","(-0.1251617431640625, -1.3962188720703126, 0.9893310546875)",1624955782,346747159
1105569,"(-0.12179193645715714, -0.5539647340774536, -0.7298353314399719, 0.38161522150039673)","(1.39220130443573, -0.8793928027153015, 0.17347173392772675)","(-0.1577606201171875, -0.23028564453125003, 1.0898193359375001)",1624955782,351774692
