seq,orientation,angular velocity,linear acceleration,secs,nsecs
1093760,"(0.04570179432630539, -0.099927619099617, -0.7288504242897034, 0.675789475440979)","(0.0076565914787352085, 0.01569601148366928, -0.004294348880648613)","(0.1093109130859375, -0.015850830078125003, -0.12456359863281251)",1624948032,122144937
1093761,"(0.045714061707258224, -0.09993807971477509, -0.7288497090339661, 0.6757878065109253)","(0.0028628993313759565, 0.006108628585934639, 0.011151991784572601)","(-0.024673461914062503, 0.04127197265625, -0.19619140625)",1624948032,137251138
1093762,"(0.045714061707258224, -0.09993807971477509, -0.7288497090339661, 0.6757878065109253)","(0.0028628993313759565, 0.006108628585934639, 0.011151991784572601)","(-0.024673461914062503, 0.04127197265625, -0.19619140625)",1624948032,137728691
1093763,"(0.045714061707258224, -0.09993807971477509, -0.7288497090339661, 0.6757878065109253)","(0.0028628993313759565, 0.006108628585934639, 0.011151991784572601)","(-0.024673461914062503, 0.04127197265625, -0.19619140625)",1624948032,137995958
1093764,"(0.045721787959337234, -0.0999569296836853, -0.7288480401039124, 0.6757863759994507)","(-0.010985543951392174, -0.005076652858406305, -0.011751203797757626)","(-0.0725250244140625, -0.045159912109375006, 0.00478515625)",1624948032,142152309
1093765,"(0.04571493715047836, -0.09993666410446167, -0.7288498878479004, 0.6757878065109253)","(-0.01897503063082695, -0.00933771301060915, -0.009620673954486847)","(-0.03887939453125, -0.07835693359375001, 0.12904968261718752)",1624948032,147086143
1093766,"(0.045645199716091156, -0.0998692587018013, -0.7288859486579895, 0.6757635474205017)","(-0.0008655277197249234, -0.008805080316960812, 0.0026298726443201303)","(0.0183929443359375, -0.052636718750000006, 0.3392974853515625)",1624948032,152102708
1093767,"(0.04563276842236519, -0.09985615313053131, -0.7288869023323059, 0.675765335559845)","(-0.00033289528801105917, -0.005609285552054644, -0.003761716652661562)","(0.0183929443359375, -0.0378326416015625, 0.28172607421875)",1624948032,157154798
1093768,"(0.045626990497112274, -0.09984776377677917, -0.7288875579833984, 0.6757662296295166)","(0.0044607967138290405, -0.005609285552054644, 0.0010319753782823682)","(-0.00059814453125, -0.02811279296875, 0.12860107421875)",1624948032,162068128
1093769,"(0.045639339834451675, -0.09987226128578186, -0.7288854122161865, 0.6757640838623047)","(0.011385018937289715, 0.013565482571721077, 0.0004993429174646735)","(0.0375335693359375, 0.1341339111328125, -0.019589233398437503)",1624948032,167071342
1093770,"(0.04564158618450165, -0.09986535459756851, -0.7288862466812134, 0.6757640838623047)","(0.012450283393263817, 0.014098115265369415, 0.008488829247653484)","(-0.034243774414062504, -0.018991088867187502, 0.009121704101562501)",1624948032,172124862
1093771,"(0.04570099338889122, -0.09984461963176727, -0.7288657426834106, 0.6757852435112)","(0.008721856400370598, 0.02581602893769741, 0.010619359090924263)","(-0.0282623291015625, 0.004486083984375, -0.13921813964843752)",1624948032,177119970
1093772,"(0.04570053890347481, -0.09984706342220306, -0.7288655042648315, 0.6757851839065552)","(0.0012650020653381944, 0.01569601148366928, 0.005825667176395655)","(0.000299072265625, -0.019439697265625, -0.12007751464843751)",1624948032,182084798
1093773,"(0.045722901821136475, -0.09985330700874329, -0.7288656234741211, 0.6757826209068298)","(0.003395531792193651, 0.014098115265369415, 0.0100867273285985)","(-0.09031982421875001, 0.0231781005859375, -0.3736907958984375)",1624948032,187114477
1093774,"(0.04568228870630264, -0.09990076720714569, -0.7288592457771301, 0.6757852435112)","(-0.008322382345795631, -0.006141917780041695, -0.006424878723919392)","(0.18602294921875, 0.099591064453125, -0.18213500976562502)",1624948032,192171335
1093775,"(0.045691441744565964, -0.09987770020961761, -0.7288619875907898, 0.6757850646972656)","(-0.004593954887241125, -0.012000874616205692, -0.00695751141756773)","(-0.1102081298828125, -0.03409423828125, 0.11932983398437501)",1624948032,197126388
1093776,"(0.04566297307610512, -0.09990263730287552, -0.7288583517074585, 0.6757872104644775)","(0.010852386243641376, -0.012000874616205692, -0.003761716652661562)","(0.20486450195312503, 0.023327636718750003, 0.13847045898437502)",1624948032,202114582
1093777,"(0.04565270617604256, -0.09988164901733398, -0.7288601994514465, 0.6757889986038208)","(0.004993429407477379, -0.02158825844526291, -0.002163819270208478)","(-0.015103149414062501, -0.0527862548828125, 0.32015686035156254)",1624948032,207113981
1093778,"(0.04564535245299339, -0.09986850619316101, -0.7288613319396973, 0.6757902503013611)","(0.001797634526155889, -0.013598771765828133, -0.009088041260838509)","(0.0088226318359375, 0.0097198486328125, 0.4206451416015625)",1624948032,212195158
1093779,"(0.0456463024020195, -0.09983840584754944, -0.7288645505905151, 0.6757911443710327)","(-0.009387646801769733, -0.007207182701677084, -0.010685938410460949)","(-0.105572509765625, -0.0952545166015625, 0.09989013671875001)",1624948032,217164516
1093780,"(0.045646436512470245, -0.09981020539999008, -0.7288674712181091, 0.6757921576499939)","(-0.014181339181959629, -0.004011387936770916, -0.0032290841918438673)","(-0.08134765625000001, -0.046954345703125004, 0.3055023193359375)",1624948032,222123622
1093781,"(0.04565883055329323, -0.09979438036680222, -0.728869616985321, 0.6757913827896118)","(-0.011518176645040512, 0.00664126081392169, 0.009554094634950161)","(-0.08568420410156251, 0.039178466796875006, 0.27679138183593754)",1624948032,237185716
1093782,"(0.04565883055329323, -0.09979438036680222, -0.728869616985321, 0.6757913827896118)","(-0.011518176645040512, 0.00664126081392169, 0.009554094634950161)","(-0.08568420410156251, 0.039178466796875006, 0.27679138183593754)",1624948032,237783908
1093783,"(0.04565883055329323, -0.09979438036680222, -0.728869616985321, 0.6757913827896118)","(-0.011518176645040512, 0.00664126081392169, 0.009554094634950161)","(-0.08568420410156251, 0.039178466796875006, 0.27679138183593754)",1624948032,238092660
1093784,"(0.045709941536188126, -0.09981079399585724, -0.7288509011268616, 0.6758056879043579)","(0.013515548780560493, 0.016761276870965958, 0.0015646078391000628)","(-0.023028564453125, 0.028710937500000002, -0.22071533203125002)",1624948032,242097377
1093785,"(0.045719608664512634, -0.09984274208545685, -0.728847861289978, 0.6758036017417908)","(0.017243975773453712, 0.0018475687829777598, 0.006890932098031044)","(0.06280517578125, 0.1191802978515625, -0.1822845458984375)",1624948032,247062206
1093786,"(0.04574146866798401, -0.09985653311014175, -0.7288471460342407, 0.6758008003234863)","(0.010319753549993038, -0.0008155934046953917, 0.0004993429174646735)","(-0.0471038818359375, 0.09465637207031251, -0.167779541015625)",1624948032,252117395
1093787,"(0.045745883136987686, -0.09986434131860733, -0.7288464903831482, 0.675800085067749)","(-0.004061322193592787, -0.01093561016023159, -3.3289528801105917e-05)","(0.0007476806640625, 0.0179443359375, -0.12471313476562501)",1624948032,257102489
1093788,"(0.045729152858257294, -0.09985024482011795, -0.7288473844528198, 0.6758022904396057)","(-0.004061322193592787, -0.005076652858406305, -0.002163819270208478)","(0.019738769531250002, -0.09166564941406251, 0.1191802978515625)",1624948032,262155294
1093789,"(0.04558888077735901, -0.09985972940921783, -0.7288850545883179, 0.6757697463035583)","(-0.020572928711771965, -0.026381950825452805, -0.009620673954486847)","(0.060861206054687506, 0.0008972167968750001, 0.40614013671875004)",1624948032,267105340
1093790,"(0.04552474245429039, -0.0998421460390091, -0.7288827896118164, 0.6757791042327881)","(-0.020040296018123627, -0.01732719875872135, 0.006358299870043993)","(-0.0020935058593750003, 0.006878662109375, 0.33899841308593753)",1624948032,272096872
1093791,"(0.045512691140174866, -0.09984302520751953, -0.7288823127746582, 0.6757803559303284)","(-0.006724484730511904, -0.0013482258655130863, -0.007490143645554781)","(0.0743194580078125, 0.0405242919921875, 0.38684997558593753)",1624948032,277092456
1093792,"(0.04549277946352959, -0.09983488917350769, -0.7288824319839478, 0.6757827401161194)","(-0.005126587115228176, -0.0008155934046953917, -0.002163819270208478)","(0.064599609375, -0.0453094482421875, 0.28142700195312503)",1624948032,282139539
1093793,"(0.045544207096099854, -0.0998491644859314, -0.7288767695426941, 0.6757832765579224)","(0.01830924116075039, 0.01569601148366928, -0.0005659219459630549)","(0.0411224365234375, 0.0494964599609375, 0.11409606933593751)",1624948032,287178754
1093794,"(0.04556577652692795, -0.0998574048280716, -0.7288766503334045, 0.675780713558197)","(0.012450283393263817, 0.015163379721343517, 0.005825667176395655)","(-0.05906677246093751, 0.0922637939453125, -0.07237548828125001)",1624948032,292133808
1093795,"(0.045661576092243195, -0.09991829097270966, -0.728855550289154, 0.6757879853248596)","(0.026831358671188354, 0.013565482571721077, 0.007423564791679382)","(-0.020336914062500003, 0.21921997070312502, -0.239556884765625)",1624948032,297162532
1093796,"(0.04566691443324089, -0.09994128346443176, -0.7288533449172974, 0.6757866144180298)","(0.012450283393263817, 0.011967585422098637, -0.0032290841918438673)","(0.036935424804687506, 0.0370849609375, -0.3303253173828125)",1624948032,302185297
1093797,"(0.04570263996720314, -0.09993147104978561, -0.7288556098937988, 0.6757832169532776)","(-0.0008655277197249234, -0.001880858326330781, -0.008022775873541832)","(-0.1443023681640625, 0.0032897949218750003, -0.24419250488281252)",1624948032,307090759
1093798,"(0.0457051582634449, -0.09993314743041992, -0.728855550289154, 0.6757829189300537)","(0.0039281644858419895, -0.00933771301060915, 0.0010319753782823682)","(-0.0103179931640625, -0.0016448974609375002, -0.0719268798828125)",1624948032,312119722
1093799,"(0.04568081721663475, -0.09991080313920975, -0.7288570404052734, 0.6757862567901611)","(-0.014713970944285393, -0.013066140003502369, -0.004294348880648613)","(0.013607788085937501, -0.1685272216796875, 0.037982177734375004)",1624948032,317143440
1093800,"(0.04564698785543442, -0.09991371631622314, -0.7288674712181091, 0.6757768392562866)","(-0.012583441101014614, -0.02105562575161457, -0.0026964517310261726)","(-0.0874786376953125, 0.07117919921875, 0.181536865234375)",1624948032,322096824
1093801,"(0.045649636536836624, -0.09987322986125946, -0.7288718223571777, 0.6757779121398926)","(-0.008322382345795631, -0.018925096839666367, -0.002163819270208478)","(-0.1299468994140625, -0.07177734375, 0.3727935791015625)",1624948032,337212085
1093802,"(0.04557447135448456, -0.09985601156949997, -0.7288869619369507, 0.6757692098617554)","(0.015646077692508698, 0.0013149363221600652, 0.004227770026773214)","(-0.001495361328125, 0.058618164062500006, 0.22430419921875003)",1624948032,338181972
1093803,"(0.04557447135448456, -0.09985601156949997, -0.7288869619369507, 0.6757692098617554)","(0.015646077692508698, 0.0013149363221600652, 0.004227770026773214)","(-0.001495361328125, 0.058618164062500006, 0.22430419921875003)",1624948032,338601112
1093804,"(0.0455964058637619, -0.09985057264566422, -0.7288882732391357, 0.6757670640945435)","(0.0076565914787352085, 0.016761276870965958, -0.007490143645554781)","(-0.09689941406250001, 0.07745971679687501, 0.10467529296875001)",1624948032,342429876
1093805,"(0.0456540584564209, -0.09983696788549423, -0.7288735508918762, 0.6757811307907104)","(0.014048180542886257, 0.018359174951910973, 0.007423564791679382)","(-0.0719268798828125, -0.0186920166015625, -0.048449707031250004)",1624948032,347157001
1093806,"(0.04566008225083351, -0.09985613822937012, -0.728871762752533, 0.6757798194885254)","(0.013515548780560493, 0.017293909564614296, 0.009021461941301823)","(0.028411865234375003, 0.0478515625, -0.22056579589843753)",1624948032,352488040
1093807,"(0.04569461941719055, -0.09987550973892212, -0.7288709282875061, 0.6757755279541016)","(0.014048180542886257, 0.013032849878072739, 0.003162505105137825)","(-0.09106750488281251, 0.11424560546875001, -0.39268188476562504)",1624948032,357097387
1093808,"(0.04569941759109497, -0.09989994019269943, -0.7288684844970703, 0.6757742166519165)","(0.0039281644858419895, 0.008239158429205418, 0.0015646078391000628)","(0.061907958984375004, 0.09465637207031251, -0.07686157226562501)",1624948032,362173557
1093809,"(0.045709580183029175, -0.09991010278463364, -0.728867769241333, 0.6757727861404419)","(-0.0019307925831526518, 0.0029128335881978273, -0.0005659219459630549)","(-0.014654541015625001, 0.041720581054687504, -0.1532745361328125)",1624948032,367140054
1093810,"(0.04568980634212494, -0.09989235550165176, -0.7288689613342285, 0.6757754683494568)","(-0.0056592198088765144, -0.004544020630419254, 0.0036951375659555197)","(0.013906860351562501, -0.130096435546875, 0.057122802734375006)",1624948032,372108221
1093811,"(0.045683298259973526, -0.09987356513738632, -0.728870689868927, 0.6757767796516418)","(-0.011518176645040512, -0.019457729533314705, -0.0026964517310261726)","(-0.029010009765625, -0.05308532714843751, 0.2148834228515625)",1624948032,377125740
1093812,"(0.045663148164749146, -0.09985847771167755, -0.7288715839385986, 0.6757794618606567)","(-0.007789749652147293, -0.015196669846773148, -0.0010985544649884105)","(0.037982177734375004, -0.08134765625000001, 0.2435943603515625)",1624948032,382142305
1093813,"(0.04562273249030113, -0.09982223063707352, -0.7288740277290344, 0.6757849454879761)","(-0.008855014108121395, -0.010402977466583252, -0.0016311868093907833)","(0.0904693603515625, -0.0468048095703125, 0.34856872558593754)",1624948032,387163877
1093814,"(0.04562243074178696, -0.09982459992170334, -0.7288737297058105, 0.6757848858833313)","(-0.0008655277197249234, -0.004544020630419254, -0.01015330571681261)","(0.0330474853515625, 0.0823944091796875, 0.3581390380859375)",1624948032,392122507
1093815,"(0.045636214315891266, -0.09982557594776154, -0.728874146938324, 0.6757833957672119)","(0.003395531792193651, 0.008771790191531181, 0.0020972401835024357)","(-0.048150634765625006, 0.058169555664062504, 0.03289794921875)",1624948032,397150754
1093816,"(0.04564546048641205, -0.09981036186218262, -0.7288760542869568, 0.6757829785346985)","(0.006591326557099819, 0.016761276870965958, 0.012217257171869278)","(-0.08134765625000001, 0.0008972167968750001, 0.13802185058593752)",1624948032,402140855
1093817,"(0.04565904289484024, -0.09981529414653778, -0.728875994682312, 0.6757813692092896)","(0.006058693863451481, 0.008239158429205418, 0.009021461941301823)","(-0.047702026367187504, 0.029309082031250003, -0.17286376953125002)",1624948032,407089471
1093818,"(0.045690666884183884, -0.09982843697071075, -0.7288756966590881, 0.6757775545120239)","(0.009254489094018936, 0.01569601148366928, 0.008488829247653484)","(-0.0904693603515625, 0.11484375000000001, -0.22550048828125002)",1624948032,412124633
1093819,"(0.04569392278790474, -0.09986993670463562, -0.7288714647293091, 0.6757758259773254)","(0.00818922370672226, 0.009837055578827858, 0.005825667176395655)","(0.11484375000000001, 0.11424560546875001, -0.27320251464843753)",1624948032,417093515
1093820,"(0.045716241002082825, -0.0998997688293457, -0.7288690805435181, 0.6757724285125732)","(0.0097871208563447, -0.004544020630419254, 0.0004993429174646735)","(-0.0097198486328125, -0.0396270751953125, -0.1341339111328125)",1624948032,422119855
1093821,"(0.04568953439593315, -0.09989704191684723, -0.7288684844970703, 0.6757753491401672)","(-0.01577923633158207, -0.00933771301060915, 0.008488829247653484)","(0.0904693603515625, -0.10617065429687501, 0.009271240234375)",1624948032,437235116
1093822,"(0.04568953439593315, -0.09989704191684723, -0.7288684844970703, 0.6757753491401672)","(-0.01577923633158207, -0.00933771301060915, 0.008488829247653484)","(0.0904693603515625, -0.10617065429687501, 0.009271240234375)",1624948032,437593936
1093823,"(0.04568953439593315, -0.09989704191684723, -0.7288684844970703, 0.6757753491401672)","(-0.01577923633158207, -0.00933771301060915, 0.008488829247653484)","(0.0904693603515625, -0.10617065429687501, 0.009271240234375)",1624948032,437860012
1093824,"(0.04561157152056694, -0.09986171871423721, -0.7288734912872314, 0.6757804155349731)","(-0.008855014108121395, -0.012000874616205692, 0.007423564791679382)","(0.0228790283203125, -0.0041870117187500005, 0.31522216796875)",1624948032,442114830
1093825,"(0.04561680555343628, -0.09984371811151505, -0.7288755178451538, 0.6757804751396179)","(-0.007789749652147293, -0.015196669846773148, -0.002163819270208478)","(-0.058169555664062504, 0.029458618164062502, 0.39178466796875006)",1624948032,447066068
1093826,"(0.045636773109436035, -0.09984347969293594, -0.7288762331008911, 0.6757783889770508)","(-0.004061322193592787, -0.005076652858406305, 0.003162505105137825)","(-0.0674407958984375, 0.10108642578125, 0.15252685546875)",1624948032,452085733
1093827,"(0.04564732685685158, -0.09984514117240906, -0.7288764715194702, 0.6757772564888)","(-0.0008655277197249234, 0.009837055578827858, 0.0015646078391000628)","(-0.029010009765625, 0.06265563964843751, 0.09510498046875)",1624948032,457101583
1093828,"(0.04570837691426277, -0.09986508637666702, -0.7288630604743958, 0.6757845878601074)","(0.012450283393263817, 0.023685500025749207, 0.003162505105137825)","(0.0814971923828125, -0.034243774414062504, -0.21084594726562503)",1624948032,462131500
1093829,"(0.04574642330408096, -0.09988484531641006, -0.7288623452186584, 0.6757799386978149)","(0.00712395878508687, 0.0029128335881978273, 0.007423564791679382)","(-0.0952545166015625, 0.151629638671875, -0.2824737548828125)",1624948032,467151403
1093830,"(0.04574212431907654, -0.09989234805107117, -0.728861391544342, 0.6757801175117493)","(0.002330266870558262, 0.011967585422098637, 0.003162505105137825)","(0.024224853515625002, -0.039776611328125, -0.24419250488281252)",1624948032,472152233
1093831,"(0.04574315994977951, -0.09990668296813965, -0.7288599014282227, 0.6757795214653015)","(0.00552606163546443, 0.0007823039195500314, -0.007490143645554781)","(0.038430786132812506, 0.036486816406250004, -0.10063781738281251)",1624948032,477119684
1093832,"(0.04572848603129387, -0.09991306811571121, -0.7288587093353271, 0.6757808327674866)","(-0.005126587115228176, -0.0029461232479661703, -0.00695751141756773)","(0.07162780761718751, -0.044711303710937504, -0.0719268798828125)",1624948032,482115983
1093833,"(0.045735131949186325, -0.09991362690925598, -0.7288588881492615, 0.6757801175117493)","(-0.013116073794662952, -0.014131404459476471, 0.004760402720421553)","(-0.019140625, 0.04127197265625, 0.08119812011718751)",1624948032,487083673
1093834,"(0.04574670270085335, -0.09991317987442017, -0.7288593649864197, 0.6757789254188538)","(-0.016844501718878746, -0.013598771765828133, -0.003761716652661562)","(-0.0333465576171875, 0.0794036865234375, 0.19604187011718752)",1624948032,492156744
1093835,"(0.04574456065893173, -0.09989320486783981, -0.728861391544342, 0.6757798194885254)","(-0.01364870648831129, -0.013598771765828133, -0.004826981574296951)","(-0.0426177978515625, -0.020635986328125, 0.31567077636718754)",1624948032,497136831
1093836,"(0.04574304819107056, -0.09985658526420593, -0.7288651466369629, 0.67578125)","(0.0028628993313759565, -0.0013482258655130863, -0.005892246495932341)","(-0.10437622070312501, -0.0201873779296875, 0.262884521484375)",1624948032,502118349
1093837,"(0.04573339223861694, -0.09983780235052109, -0.7288668155670166, 0.6757829189300537)","(-0.0008655277197249234, 0.0029128335881978273, -0.003761716652661562)","(-0.008673095703125001, -0.03887939453125, 0.33451232910156253)",1624948032,507095575
1093838,"(0.04571937769651413, -0.09984519332647324, -0.7288655638694763, 0.6757841110229492)","(0.0076565914787352085, 0.01622864417731762, -0.004294348880648613)","(0.08673095703125, 0.0041870117187500005, 0.12875061035156252)",1624948032,512124061
1093839,"(0.04572973772883415, -0.09984420984983444, -0.7288660407066345, 0.675783097743988)","(0.014580813236534595, 0.015163379721343517, -0.0010985544649884105)","(-0.051889038085937506, 0.0088226318359375, -0.1057220458984375)",1624948032,517121553
1093840,"(0.04580271244049072, -0.09985644370317459, -0.7288445234298706, 0.675799548625946)","(0.015113445930182934, 0.01995707117021084, 0.0100867273285985)","(-0.0318511962890625, 0.09869384765625001, -0.17734985351562502)",1624948032,522171020
1093841,"(0.045817069709300995, -0.09987957775592804, -0.728842556476593, 0.6757972240447998)","(0.00712395878508687, 0.014098115265369415, -0.0026964517310261726)","(0.006280517578125, 0.07910461425781251, -0.28725891113281254)",1624948032,537214994
1093842,"(0.045817069709300995, -0.09987957775592804, -0.728842556476593, 0.6757972240447998)","(0.00712395878508687, 0.014098115265369415, -0.0026964517310261726)","(0.006280517578125, 0.07910461425781251, -0.28725891113281254)",1624948032,538016319
1093843,"(0.045817069709300995, -0.09987957775592804, -0.728842556476593, 0.6757972240447998)","(0.00712395878508687, 0.014098115265369415, -0.0026964517310261726)","(0.006280517578125, 0.07910461425781251, -0.28725891113281254)",1624948032,538310289
1093844,"(0.04578310623764992, -0.09994244575500488, -0.7288348078727722, 0.6757985949516296)","(-0.010985543951392174, -0.019457729533314705, -0.0010985544649884105)","(0.1293487548828125, 0.054730224609375, 0.0478515625)",1624948032,542127609
1093845,"(0.04577399045228958, -0.0999360904097557, -0.7288351655006409, 0.6757997870445251)","(-0.009920279495418072, -0.016794566065073013, -0.005359613802284002)","(0.0336456298828125, 0.0118133544921875, 0.3349609375)",1624948032,547098875
1093846,"(0.04574967920780182, -0.09990812838077545, -0.728837251663208, 0.6758033037185669)","(-0.013116073794662952, -0.015729302540421486, -0.009620673954486847)","(0.0145050048828125, -0.12620849609375, 0.33959655761718754)",1624948032,552133560
1093847,"(0.045747317373752594, -0.099894680082798, -0.7288385629653931, 0.6758040189743042)","(0.0044607967138290405, -0.005609285552054644, -0.006424878723919392)","(-0.023626708984375, -0.0112152099609375, 0.24389343261718752)",1624948032,557139873
1093848,"(0.045736052095890045, -0.09987638145685196, -0.7288401126861572, 0.6758058667182922)","(-0.0013981601223349571, 0.006108628585934639, 0.015413051471114159)","(-0.009121704101562501, -0.0681884765625, 0.21503295898437502)",1624948032,562265872
1093849,"(0.04574303701519966, -0.09987925738096237, -0.7288400530815125, 0.6758050322532654)","(0.00552606163546443, 0.003445466049015522, -3.3289528801105917e-05)","(-0.013906860351562501, 0.0465057373046875, 0.057122802734375006)",1624948032,567121982
1093850,"(0.04575605317950249, -0.09987714886665344, -0.728840708732605, 0.6758037209510803)","(0.004993429407477379, 0.00930442288517952, 0.0004993429174646735)","(-0.0614593505859375, 0.027215576171875002, -0.043365478515625)",1624948032,572127819
1093851,"(0.04587389528751373, -0.09988036751747131, -0.7288193106651306, 0.6758183836936951)","(0.01830924116075039, 0.016761276870965958, 0.0020972401835024357)","(-0.007327270507812501, -0.02213134765625, -0.18662109375000002)",1624948032,577094316
1093852,"(0.04586806520819664, -0.09991072863340378, -0.7288159132003784, 0.6758179664611816)","(0.0076565914787352085, 0.014098115265369415, -3.3289528801105917e-05)","(0.10228271484375001, 0.0157012939453125, -0.37787780761718753)",1624948032,582125663
1093853,"(0.045892383903265, -0.0999525934457779, -0.7288123369216919, 0.6758139729499817)","(0.011385018937289715, -0.001880858326330781, -0.0016311868093907833)","(0.0351409912109375, 0.18706970214843752, -0.291595458984375)",1624948032,587115287
1093854,"(0.045893412083387375, -0.09995941817760468, -0.7288116812705994, 0.675813615322113)","(-0.004593954887241125, -0.006674550473690033, 0.0020972401835024357)","(0.011065673828125, 0.005084228515625001, -0.10975952148437501)",1624948032,592120647
1093855,"(0.04588717222213745, -0.0999615341424942, -0.7288112044334412, 0.6758142113685608)","(-0.007789749652147293, -0.010402977466583252, -0.0032290841918438673)","(0.0348419189453125, 0.00044860839843750003, 0.07686157226562501)",1624948032,597140073
1093856,"(0.04586861655116081, -0.09993936121463776, -0.7288129329681396, 0.6758168935775757)","(-0.01897503063082695, -0.01253350730985403, 0.0004993429174646735)","(0.010916137695312501, -0.0898712158203125, 0.3063995361328125)",1624948032,602158069
1093857,"(0.04581417888402939, -0.09990333765745163, -0.7288233041763306, 0.675814688205719)","(-0.018442397937178612, -0.015729302540421486, -0.0010985544649884105)","(-0.0801513671875, -0.0599639892578125, 0.30146484375000004)",1624948032,607153654
1093858,"(0.045818619430065155, -0.09987595677375793, -0.7288263440132141, 0.6758151650428772)","(-0.010985543951392174, -0.013598771765828133, -0.002163819270208478)","(-0.08942260742187501, -0.0118133544921875, 0.3826629638671875)",1624948032,612112283
1093859,"(0.045801736414432526, -0.09983344376087189, -0.7288302183151245, 0.6758184432983398)","(0.0012650020653381944, 0.0018475687829777598, 0.009021461941301823)","(-0.045907592773437506, -0.030206298828125002, 0.152825927734375)",1624948032,617143392
1093860,"(0.0458064042031765, -0.09982768446207047, -0.7288309931755066, 0.675818145275116)","(0.0039281644858419895, 0.01090232003480196, 0.005825667176395655)","(-0.036187744140625006, 0.0032897949218750003, 0.05233764648437501)",1624948032,622198343
1093861,"(0.045874305069446564, -0.09985855221748352, -0.7288092970848083, 0.6758323907852173)","(0.022570298984646797, 0.01889180764555931, 0.008488829247653484)","(0.0456085205078125, 0.07387084960937501, -0.1389190673828125)",1624948032,627167940
1093862,"(0.04593295976519585, -0.09989174455404282, -0.7287914156913757, 0.6758427619934082)","(0.02523346245288849, 0.011434952728450298, 0.006890932098031044)","(0.0028411865234375003, 0.0103179931640625, -0.17211608886718752)",1624948032,632118701
1093863,"(0.046012867242097855, -0.09991730749607086, -0.728780210018158, 0.6758456826210022)","(0.017243975773453712, 0.020489703863859177, 0.0020972401835024357)","(-0.010617065429687501, 0.09989013671875001, -0.40150451660156256)",1624948032,637133121
1093864,"(0.04600988328456879, -0.0999472364783287, -0.7287769317626953, 0.6758449673652649)","(0.0012650020653381944, -0.005076652858406305, 0.008488829247653484)","(0.10377807617187501, 0.066094970703125, -0.18138732910156252)",1624948032,642176151
1093865,"(0.046015094965696335, -0.09999154508113861, -0.7287724614143372, 0.6758428812026978)","(-0.005126587115228176, -0.0008155934046953917, 0.0010319753782823682)","(0.117535400390625, 0.1323394775390625, -0.2720062255859375)",1624948032,647172927
1093866,"(0.046018294990062714, -0.09998994320631027, -0.7287726998329163, 0.6758425831794739)","(-0.018442397937178612, -0.011468241922557354, -0.002163819270208478)","(-0.021084594726562503, -0.0016448974609375002, -0.0231781005859375)",1624948032,652145862
1093867,"(0.04593962803483009, -0.09994284063577652, -0.7287808060646057, 0.6758462190628052)","(0.0012650020653381944, -0.015196669846773148, 0.0020972401835024357)","(-0.0743194580078125, 0.052636718750000006, 0.268267822265625)",1624948032,657125949
1093868,"(0.04592593014240265, -0.09991365671157837, -0.7287834286689758, 0.675848662853241)","(0.006591326557099819, -0.016261935234069824, -0.002163819270208478)","(-0.0213836669921875, -0.06639404296875001, 0.46430969238281256)",1624948032,662183284
1093869,"(0.04592560976743698, -0.09989413619041443, -0.7287854552268982, 0.6758493781089783)","(0.011385018937289715, -0.00933771301060915, -0.004826981574296951)","(-0.054730224609375, -0.032598876953125, 0.22026672363281252)",1624948032,667120456
1093870,"(0.04592644050717354, -0.09987582266330719, -0.7287874221801758, 0.6758499145507812)","(0.012982916086912155, -0.01253350730985403, 0.005293034948408604)","(-0.054431152343750004, -0.022729492187500002, 0.22490234375)",1624948032,672154664
1093871,"(0.04593080282211304, -0.09986879676580429, -0.7287883162498474, 0.6758496761322021)","(0.011917650699615479, 0.0029128335881978273, 0.008488829247653484)","(-0.039926147460937506, -0.0035888671875000003, 0.0478515625)",1624948032,677168846
1093872,"(0.04594147577881813, -0.09988416731357574, -0.7287870645523071, 0.6758480668067932)","(0.003395531792193651, 0.011434952728450298, 0.005825667176395655)","(0.012710571289062502, 0.09645080566406251, 0.0001495361328125)",1624948032,682087182
1093873,"(0.04594425857067108, -0.09990735352039337, -0.7287846803665161, 0.6758469343185425)","(0.002330266870558262, 0.015163379721343517, 0.003162505105137825)","(0.0554779052734375, 0.05308532714843751, -0.2151824951171875)",1624948032,687103986
1093874,"(0.0459524467587471, -0.09993117302656174, -0.7287824749946594, 0.6758452653884888)","(0.0007323696045204997, 0.01622864417731762, 0.004227770026773214)","(0.040972900390625004, 0.0861328125, -0.16239624023437502)",1624948032,692183494
1093875,"(0.04596194997429848, -0.09995029121637344, -0.7287808060646057, 0.6758435964584351)","(-0.002996057504788041, 0.003445466049015522, -3.3289528801105917e-05)","(0.0168975830078125, 0.0282623291015625, -0.1048248291015625)",1624948032,697152137
1093876,"(0.04592781513929367, -0.09994702786207199, -0.7287799715995789, 0.6758472919464111)","(0.0076565914787352085, -0.016261935234069824, -0.0016311868093907833)","(0.12172241210937501, -0.11947937011718751, 0.081646728515625)",1624948032,702132225
1093877,"(0.04595120996236801, -0.09994164109230042, -0.7287813425064087, 0.6758450269699097)","(-0.0008655277197249234, -0.018392464146018028, -0.004294348880648613)","(-0.1027313232421875, 0.08119812011718751, 0.096002197265625)",1624948032,707117080
