seq,orientation,angular velocity,linear acceleration,secs,nsecs
1098898,"(0.045530058443546295, -0.1000380665063858, -0.7283918261528015, 0.6762794852256775)","(-0.008039421401917934, -0.021921154111623764, -0.01116863638162613)","(-0.0490478515625, -0.048150634765625006, 0.30146484375000004)",1624948057,812139034
1098899,"(0.04552637040615082, -0.09999904781579971, -0.7283957600593567, 0.6762812733650208)","(-0.002713096560910344, -0.018725359812378883, -0.002646517474204302)","(-0.1012359619140625, -0.090618896484375, 0.36352233886718754)",1624948057,817087173
1098900,"(0.04549906402826309, -0.09998469054698944, -0.7283962965011597, 0.6762846112251282)","(-0.009637318551540375, -0.00807271059602499, 0.001081909635104239)","(0.066094970703125, -0.10916137695312501, 0.21981811523437503)",1624948057,822108983
1098901,"(0.04551631212234497, -0.09996429830789566, -0.7283990383148193, 0.6762835383415222)","(0.002080595586448908, 0.00044940863153897226, 0.003212439361959696)","(-0.1296478271484375, 0.010467529296875, 0.14325561523437502)",1624948057,837210416
1098902,"(0.04551631212234497, -0.09996429830789566, -0.7283990383148193, 0.6762835383415222)","(0.002080595586448908, 0.00044940863153897226, 0.003212439361959696)","(-0.1296478271484375, 0.010467529296875, 0.14325561523437502)",1624948057,837591648
1098903,"(0.04551631212234497, -0.09996429830789566, -0.7283990383148193, 0.6762835383415222)","(0.002080595586448908, 0.00044940863153897226, 0.003212439361959696)","(-0.1296478271484375, 0.010467529296875, 0.14325561523437502)",1624948057,837966442
1098904,"(0.045588284730911255, -0.09998034685850143, -0.7283838987350464, 0.6762925982475281)","(0.011135347187519073, 0.007906262762844563, -0.002113885013386607)","(0.038580322265625, -0.06250610351562501, -0.24897766113281253)",1624948057,842209100
1098905,"(0.04556715860962868, -0.09999555349349976, -0.7283815741539001, 0.6762943267822266)","(0.005809022579342127, 0.002047305926680565, -0.006374944467097521)","(0.1146942138671875, -0.0719268798828125, -0.25376281738281253)",1624948057,847080945
1098906,"(0.0455656424164772, -0.10000244528055191, -0.7283807992935181, 0.676294207572937)","(0.003678492736071348, -8.322382200276479e-05, 0.005875601898878813)","(0.018841552734375003, -0.009869384765625001, -0.1389190673828125)",1624948057,852086782
1098907,"(0.04557038098573685, -0.09998305886983871, -0.7283830046653748, 0.6762943863868713)","(-0.007506788708269596, -0.00967060774564743, 0.0053429692052304745)","(-0.0861328125, -0.052636718750000006, 0.0381317138671875)",1624948057,857119083
1098908,"(0.04554920271039009, -0.0999411940574646, -0.7283867001533508, 0.6762980818748474)","(-0.015496275387704372, -0.00967060774564743, 0.0016145420959219337)","(-0.05233764648437501, -0.18587341308593752, 0.262884521484375)",1624948057,862146377
1098909,"(0.045470695942640305, -0.09990760684013367, -0.7284083962440491, 0.676284909248352)","(-0.020289966836571693, -0.012333770282566547, -0.010103371925652027)","(0.07147827148437501, -0.11260070800781251, 0.32957763671875)",1624948057,867094039
1098910,"(0.04545499384403229, -0.09990955889225006, -0.7284076809883118, 0.6762864589691162)","(-0.017094172537326813, -0.007007445674389601, 1.6644764400552958e-05)","(0.09510498046875, 0.0408233642578125, 0.43006591796875004)",1624948057,872085809
1098911,"(0.045448172837495804, -0.09992366284132004, -0.7284059524536133, 0.6762866973876953)","(0.0026132280472666025, -0.003279018448665738, 1.6644764400552958e-05)","(0.066094970703125, 0.122021484375, 0.10946044921875)",1624948057,877113342
1098912,"(0.04546525329351425, -0.09992867708206177, -0.7284060120582581, 0.6762847304344177)","(-0.0016478316392749548, 0.0084388954564929, -0.0015812525525689125)","(-0.0438140869140625, 0.093011474609375, 0.06639404296875001)",1624948057,882142543
1098913,"(0.045479804277420044, -0.09995212405920029, -0.7284040451049805, 0.6762824058532715)","(0.012200611643493176, 0.009504159912467003, 0.0021471744403243065)","(0.0231781005859375, 0.130694580078125, -0.05308532714843751)",1624948057,887104034
1098914,"(0.04553241282701492, -0.09997378289699554, -0.7283835411071777, 0.6762977838516235)","(0.01592903956770897, 0.018558911979198456, 0.008538763970136642)","(0.0569732666015625, 0.029309082031250003, -0.28740844726562503)",1624948057,892125606
1098915,"(0.04554268345236778, -0.09998603910207748, -0.7283825874328613, 0.6762962937355042)","(0.006341655272990465, 0.005243100691586733, 0.010669293813407421)","(-0.0148040771484375, 0.029010009765625, -0.25376281738281253)",1624948057,897124052
1098916,"(0.045561082661151886, -0.09999165683984756, -0.7283826470375061, 0.6762941479682922)","(0.012200611643493176, 0.01376521959900856, 0.008538763970136642)","(-0.06714172363281251, 0.03828125, -0.22505187988281253)",1624948057,902130365
1098917,"(0.04554238170385361, -0.09998317062854767, -0.7283828854560852, 0.6762964129447937)","(-0.004310993943363428, -0.013931667432188988, 0.006408234126865864)","(0.028411865234375003, -0.133685302734375, -0.14848937988281252)",1624948057,907136917
1098918,"(0.04549243673682213, -0.099995456635952, -0.7284121513366699, 0.6762663722038269)","(-0.006441523786634207, -0.02298641949892044, -0.016494961455464363)","(-0.06340332031250001, -0.0375335693359375, 0.12411499023437501)",1624948057,912189483
1098919,"(0.045425690710544586, -0.09996752440929413, -0.7284359335899353, 0.6762494444847107)","(-0.019757334142923355, -0.014464300125837326, -0.01116863638162613)","(0.0222808837890625, -0.0602630615234375, 0.3058013916015625)",1624948057,917130708
1098920,"(0.04542823135852814, -0.09996341168880463, -0.7284364104270935, 0.6762492656707764)","(-0.004843626171350479, -0.02032325603067875, 0.003212439361959696)","(-0.0064300537109375005, 0.049945068359375004, 0.2770904541015625)",1624948057,922182083
1098921,"(0.04543403163552284, -0.09993351250886917, -0.7284397482872009, 0.6762497425079346)","(-0.0005825667176395655, -0.008605343289673328, -0.0053096795454621315)","(-0.10153503417968751, -0.011962890625, 0.40614013671875004)",1624948057,927259683
1098922,"(0.0454351007938385, -0.0999109223484993, -0.7284421920776367, 0.6762503981590271)","(-0.0005825667176395655, -0.0006158562609925866, -0.0015812525525689125)","(-0.06773986816406251, -0.030804443359375003, 0.2624359130859375)",1624948057,932121753
1098923,"(0.04542437940835953, -0.09992565959692001, -0.7284402847290039, 0.6762509942054749)","(0.0031458602752536535, 0.011634689755737782, 0.0021471744403243065)","(0.0897216796875, 0.012112426757812501, -0.02452392578125)",1624948057,937121391
1098924,"(0.04544871672987938, -0.09995210915803909, -0.7284383177757263, 0.6762475371360779)","(0.007406919728964567, 0.012699955143034458, 0.003212439361959696)","(-0.0059814453125, 0.16942443847656252, -0.0913665771484375)",1624948057,942109584
1098925,"(0.045447174459695816, -0.09995681047439575, -0.7284377813339233, 0.6762475371360779)","(0.009537450037896633, 0.019091544672846794, -0.0015812525525689125)","(0.013159179687500001, -0.012411499023437501, -0.11050720214843751)",1624948057,947107076
1098926,"(0.045454591512680054, -0.10000117123126984, -0.72843337059021, 0.6762452125549316)","(0.007406919728964567, 0.014297852292656898, -0.00584231223911047)","(0.07013244628906251, 0.058618164062500006, -0.354400634765625)",1624948057,952117681
1098927,"(0.04544845223426819, -0.10001036524772644, -0.7284322381019592, 0.6762455105781555)","(-0.0053762588649988174, 0.0025799383874982595, 0.0048103369772434235)","(0.0411224365234375, -0.027664184570312503, -0.186920166015625)",1624948057,957156419
1098928,"(0.0454525426030159, -0.10003847628831863, -0.7284294366836548, 0.6762441396713257)","(-0.002713096560910344, -0.005409548059105873, -0.009570739232003689)","(0.0743194580078125, 0.09630126953125001, -0.12456359863281251)",1624948057,962160348
1098929,"(0.04544482380151749, -0.10004685074090958, -0.7284282445907593, 0.6762446165084839)","(-0.0059088910929858685, -0.01659482903778553, -0.00584231223911047)","(0.064599609375, 0.02452392578125, 0.1003387451171875)",1624948057,967093229
1098930,"(0.04543610289692879, -0.10003466159105301, -0.7284292578697205, 0.6762459874153137)","(-0.007506788708269596, -0.01499693188816309, 0.001081909635104239)","(0.0071777343750000005, -0.023028564453125, 0.2726043701171875)",1624948057,972241401
1098931,"(0.04543890058994293, -0.1000281274318695, -0.7284300327301025, 0.676245927810669)","(-0.012300480157136917, -0.01979062519967556, 0.002679806901142001)","(-0.0118133544921875, 0.053683471679687504, 0.3348114013671875)",1624948057,977139472
1098932,"(0.0454273521900177, -0.09999219328165054, -0.72843337059021, 0.6762483716011047)","(-0.016561539843678474, -0.010203240439295769, 0.007473499048501253)","(-0.06415100097656251, -0.11798400878906251, 0.310736083984375)",1624948057,982113599
1098933,"(0.04543377831578255, -0.09997759759426117, -0.7284351587295532, 0.6762481927871704)","(-0.009637318551540375, 0.0009820411214604974, 0.006408234126865864)","(-0.0638519287109375, 0.006579589843750001, 0.20052795410156252)",1624948057,987095832
1098934,"(0.045409753918647766, -0.1000048816204071, -0.7284314632415771, 0.6762497425079346)","(0.002080595586448908, 0.01696101389825344, -0.0005159876891411841)","(0.074169921875, 0.0207855224609375, -0.019439697265625)",1624948057,992141723
1098935,"(0.0454002283513546, -0.09999711811542511, -0.7284319400787354, 0.6762510538101196)","(0.0047437576577067375, 0.018558911979198456, 0.004277704283595085)","(-0.0071777343750000005, -0.10811462402343751, -0.19664001464843753)",1624948057,997164726
1098936,"(0.04540590941905975, -0.09999959915876389, -0.7284318804740906, 0.6762503385543823)","(0.014863774180412292, 0.016428381204605103, 0.004277704283595085)","(-0.016748046875000002, 0.02093505859375, -0.033944702148437506)",1624948058,2143859
1098937,"(0.04546518996357918, -0.1000060886144638, -0.7284221053123474, 0.6762559413909912)","(0.016461672261357307, 0.01749364659190178, 0.002679806901142001)","(-0.0303558349609375, -0.023028564453125, -0.325689697265625)",1624948058,7111310
1098938,"(0.04547217860817909, -0.10003018379211426, -0.7284197807312012, 0.676254391670227)","(0.01379850972443819, 0.0041778357699513435, -0.00584231223911047)","(0.045907592773437506, 0.08194580078125001, -0.16763000488281252)",1624948058,12130022
1098939,"(0.04545851796865463, -0.10005232691764832, -0.7284169793128967, 0.6762550473213196)","(-0.007506788708269596, -8.322382200276479e-05, 0.0037450718227773905)","(0.112451171875, -0.013906860351562501, -0.2346221923828125)",1624948058,17104387
1098940,"(0.04545585811138153, -0.10004442930221558, -0.7284177541732788, 0.6762555837631226)","(-0.011767848394811153, -0.007007445674389601, -0.00903810653835535)","(-0.026168823242187503, -0.061608886718750006, -0.09106750488281251)",1624948058,22180318
1098941,"(0.04544443637132645, -0.10005657374858856, -0.7284160852432251, 0.6762563586235046)","(-0.012300480157136917, -0.014464300125837326, -0.00744020938873291)","(0.088226318359375, 0.0148040771484375, 0.047702026367187504)",1624948058,37165403
1098942,"(0.04544443637132645, -0.10005657374858856, -0.7284160852432251, 0.6762563586235046)","(-0.012300480157136917, -0.014464300125837326, -0.00744020938873291)","(0.088226318359375, 0.0148040771484375, 0.047702026367187504)",1624948058,37805795
1098943,"(0.04538308084011078, -0.09999682009220123, -0.7284201979637146, 0.6762648820877075)","(0.0026132280472666025, -0.0064748129807412624, 0.0005492772324942052)","(0.064300537109375, -0.012112426757812501, 0.26273498535156253)",1624948058,38631200
1098944,"(0.04538308084011078, -0.09999682009220123, -0.7284201979637146, 0.6762648820877075)","(0.0026132280472666025, -0.0064748129807412624, 0.0005492772324942052)","(0.064300537109375, -0.012112426757812501, 0.26273498535156253)",1624948058,42154550
1098945,"(0.045409299433231354, -0.09997621178627014, -0.7284232974052429, 0.6762628555297852)","(-0.0011151991784572601, 0.0073736305348575115, -0.002646517474204302)","(-0.15521850585937502, 0.069085693359375, 0.27230529785156254)",1624948058,47103166
1098946,"(0.04542116820812225, -0.09997488558292389, -0.7284238338470459, 0.6762616634368896)","(0.011667979881167412, 0.010036792606115341, 0.0016145420959219337)","(-0.0450103759765625, 0.05458068847656251, 0.0904693603515625)",1624948058,52106857
1098947,"(0.04541333392262459, -0.10000122338533401, -0.7284207940101624, 0.6762615442276001)","(0.00048269814578816295, 0.015895750373601913, 1.6644764400552958e-05)","(0.10766601562500001, 0.0303558349609375, -0.20127563476562502)",1624948058,57141780
1098948,"(0.045439463108778, -0.10002139955759048, -0.7284196019172668, 0.6762580871582031)","(0.0031458602752536535, 0.019091544672846794, 0.006940866354852915)","(-0.0405242919921875, 0.13503112792968752, -0.167779541015625)",1624948058,62143802
1098949,"(0.045449987053871155, -0.10003897547721863, -0.7284181118011475, 0.6762564182281494)","(0.0026132280472666025, 0.016428381204605103, 0.0053429692052304745)","(0.007327270507812501, 0.0629547119140625, -0.19634094238281252)",1624948058,67092180
1098950,"(0.04546007141470909, -0.10008779913187027, -0.7284133434295654, 0.676253616809845)","(-0.016028907150030136, -0.003279018448665738, -0.004244414623826742)","(0.0162994384765625, 0.09555358886718751, -0.153125)",1624948058,72122335
1098951,"(0.045473672449588776, -0.10010011494159698, -0.7284125089645386, 0.6762517690658569)","(-4.9934293201658875e-05, -0.01659482903778553, 1.6644764400552958e-05)","(-0.0028411865234375003, 0.11439514160156251, 0.09106750488281251)",1624948058,77132701
1098952,"(0.04548563435673714, -0.10011240839958191, -0.7284116744995117, 0.6762501001358032)","(-4.9934293201658875e-05, -0.021921154111623764, -0.006907577160745859)","(-0.002691650390625, 0.09017028808593751, 0.0049346923828125005)",1624948058,82154273
1098953,"(0.04548158496618271, -0.10009372979402542, -0.728413462638855, 0.6762511730194092)","(-0.009637318551540375, -0.013931667432188988, 0.005875601898878813)","(-0.031253051757812504, -0.0243743896484375, 0.3063995361328125)",1624948058,87195873
1098954,"(0.045476820319890976, -0.10006368160247803, -0.7284164428710938, 0.6762527227401733)","(-0.009104685857892036, -0.017660094425082207, -0.0010486200917512178)","(-0.059664916992187504, -0.04306640625, 0.440234375)",1624948058,92143297
1098955,"(0.04548003897070885, -0.10004846751689911, -0.7284181714057922, 0.6762529015541077)","(-0.011235215701162815, -0.012333770282566547, 0.001081909635104239)","(-0.0497955322265625, 0.0049346923828125005, 0.2583984375)",1624948058,97138881
1098956,"(0.045465633273124695, -0.10003458708524704, -0.7284191250801086, 0.6762548685073853)","(-0.002713096560910344, -0.0006158562609925866, -0.0005159876891411841)","(0.026617431640625, -0.037683105468750006, 0.33002624511718753)",1624948058,102748870
1098957,"(0.04550407454371452, -0.09997178614139557, -0.7284291982650757, 0.6762507557868958)","(0.006341655272990465, 0.011634689755737782, 0.004277704283595085)","(-0.043664550781250006, 0.063104248046875, -0.005084228515625001)",1624948058,107153177
1098958,"(0.04555763304233551, -0.09999382495880127, -0.7284087538719177, 0.6762658953666687)","(0.020722731947898865, 0.019091544672846794, 0.008006131276488304)","(0.07162780761718751, 0.009420776367187501, -0.1389190673828125)",1624948058,112110614
1098959,"(0.04557625204324722, -0.10001690685749054, -0.7284069657325745, 0.676263153553009)","(0.01592903956770897, 0.007906262762844563, 0.0016145420959219337)","(-0.005084228515625001, 0.10946044921875, -0.21533203125000003)",1624948058,117146968
1098960,"(0.04561470448970795, -0.10003302246332169, -0.7283997535705566, 0.6762660145759583)","(0.01592903956770897, 0.019091544672846794, -0.0005159876891411841)","(0.11499328613281251, -0.0252716064453125, -0.1864715576171875)",1624948058,122212171
1098961,"(0.04563507065176964, -0.10005394369363785, -0.7283982634544373, 0.6762630939483643)","(0.011667979881167412, 0.003112570848315954, -0.0005159876891411841)","(-0.014205932617187502, 0.12247009277343751, -0.14325561523437502)",1624948058,127158641
1098962,"(0.045651309192180634, -0.10006234794855118, -0.7283979058265686, 0.6762611269950867)","(-0.0059088910929858685, -0.001681121182627976, -0.00584231223911047)","(-0.05233764648437501, 0.031253051757812504, -0.27245483398437503)",1624948058,132131099
1098963,"(0.04565892741084099, -0.10007438063621521, -0.7283969521522522, 0.6762598752975464)","(0.0031458602752536535, -0.0038116509094834328, -0.004244414623826742)","(0.0097198486328125, 0.0644500732421875, -0.037982177734375004)",1624948058,137134790
1098964,"(0.04566430300474167, -0.10006117820739746, -0.7283985018730164, 0.6762598156929016)","(-0.013365745544433594, -0.012333770282566547, -0.004244414623826742)","(-0.0569732666015625, 0.002392578125, 0.172564697265625)",1624948058,142076969
1098965,"(0.04564658924937248, -0.10004881024360657, -0.7283992171287537, 0.6762620806694031)","(-0.008039421401917934, -0.004344283603131771, 1.6644764400552958e-05)","(0.024224853515625002, -0.011663818359375001, 0.340045166015625)",1624948058,147065639
1098966,"(0.04564059525728226, -0.10002957284450531, -0.7284010052680969, 0.6762633919715881)","(-0.009637318551540375, -0.013931667432188988, 0.0037450718227773905)","(-0.013906860351562501, 0.0031402587890625, 0.47866516113281254)",1624948058,152401208
1098967,"(0.04564932733774185, -0.1000237986445427, -0.7284018993377686, 0.6762626767158508)","(0.0015479630092158914, -0.012333770282566547, -0.0031791499350219965)","(-0.027963256835937502, 0.0892730712890625, 0.3877471923828125)",1624948058,157143831
1098968,"(0.04563235118985176, -0.10001134872436523, -0.7284026145935059, 0.6762648820877075)","(-0.0016478316392749548, 0.003645203309133649, -0.0005159876891411841)","(0.029309082031250003, -0.0779083251953125, 0.15791015625000002)",1624948058,162148952
1098969,"(0.045647356659173965, -0.10001160204410553, -0.7284031510353088, 0.6762632727622986)","(0.003678492736071348, -0.0006158562609925866, -0.0015812525525689125)","(-0.056524658203125, 0.055926513671875004, 0.0145050048828125)",1624948058,167102098
1098970,"(0.04565677419304848, -0.10004670917987823, -0.7283997535705566, 0.6762610673904419)","(-0.0021804641000926495, 0.02015681006014347, 0.006408234126865864)","(0.0817962646484375, 0.151031494140625, -0.08583374023437501)",1624948058,172077655
1098971,"(0.045690637081861496, -0.10006604343652725, -0.7283989191055298, 0.6762568354606628)","(0.014331141486763954, 0.011102057993412018, 0.0037450718227773905)","(-0.0710296630859375, 0.16463928222656252, -0.1431060791015625)",1624948058,177141189
1098972,"(0.045701563358306885, -0.10008282959461212, -0.7283975481987, 0.6762551069259644)","(0.011135347187519073, 0.016428381204605103, 0.0016145420959219337)","(0.0007476806640625, 0.054132080078125006, -0.22923889160156252)",1624948058,182144880
1098973,"(0.045703426003456116, -0.1000949814915657, -0.7283963561058044, 0.6762545108795166)","(0.00048269814578816295, 0.003645203309133649, 0.01439772080630064)","(0.02452392578125, -0.060861206054687506, -0.24837951660156252)",1624948058,187060832
1098974,"(0.0456911101937294, -0.10009992867708206, -0.728395402431488, 0.6762556433677673)","(-0.008039421401917934, -8.322382200276479e-05, 1.6644764400552958e-05)","(0.048150634765625006, -0.070281982421875, -0.20531311035156252)",1624948058,192130327
1098975,"(0.045685458928346634, -0.10008437186479568, -0.7283968329429626, 0.6762567758560181)","(-0.006974156014621258, -0.00807271059602499, -0.006374944467097521)","(-0.0330474853515625, -0.07476806640625, 0.038729858398437504)",1624948058,197135448
1098976,"(0.0456777960062027, -0.1000770553946495, -0.7283973097801208, 0.6762577891349792)","(-0.0016478316392749548, -0.01925799250602722, -0.0005159876891411841)","(0.0148040771484375, -0.0171966552734375, 0.19185485839843752)",1624948058,202147245
1098977,"(0.045651648193597794, -0.10007046163082123, -0.7283971309661865, 0.676260769367218)","(0.0047437576577067375, -0.01339903473854065, 0.0048103369772434235)","(0.09106750488281251, -0.06938476562500001, 0.244342041015625)",1624948058,207099199
1098978,"(0.04565916955471039, -0.10003036260604858, -0.7284016013145447, 0.6762614250183105)","(-0.011235215701162815, -0.005409548059105873, -0.00744020938873291)","(-0.1475921630859375, -0.05458068847656251, 0.3638214111328125)",1624948058,212143898
1098979,"(0.045665252953767776, -0.10001049190759659, -0.7284038662910461, 0.6762614250183105)","(-0.009104685857892036, 0.003645203309133649, 0.002679806901142001)","(-0.07073059082031251, 0.017346191406250003, 0.3542510986328125)",1624948058,217142105
1098980,"(0.045670248568058014, -0.1000128835439682, -0.7284038066864014, 0.6762608289718628)","(-0.0016478316392749548, -0.00807271059602499, -0.0053096795454621315)","(-0.0035888671875000003, 0.05084228515625001, 0.1197784423828125)",1624948058,222186803
1098981,"(0.04565751552581787, -0.10000281035900116, -0.7284044027328491, 0.6762624979019165)","(0.009004817344248295, 0.012699955143034458, 0.0021471744403243065)","(0.048898315429687506, -0.015850830078125003, -0.0333465576171875)",1624948058,237242460
1098982,"(0.045685701072216034, -0.10005734860897064, -0.7283996939659119, 0.6762576699256897)","(0.018059568479657173, 0.006308365613222122, 0.003212439361959696)","(0.04859924316406251, -0.012261962890625, -0.224603271484375)",1624948058,238478422
1098983,"(0.045685701072216034, -0.10005734860897064, -0.7283996939659119, 0.6762576699256897)","(0.018059568479657173, 0.006308365613222122, 0.003212439361959696)","(0.04859924316406251, -0.012261962890625, -0.224603271484375)",1624948058,239211082
1098984,"(0.045685701072216034, -0.10005734860897064, -0.7283996939659119, 0.6762576699256897)","(0.018059568479657173, 0.006308365613222122, 0.003212439361959696)","(0.04859924316406251, -0.012261962890625, -0.224603271484375)",1624948058,242070674
1098985,"(0.04567347466945648, -0.10009337216615677, -0.7283954620361328, 0.6762576699256897)","(0.005276390351355076, 0.002047305926680565, 0.0016145420959219337)","(0.1580596923828125, 0.049645996093750006, -0.2148834228515625)",1624948058,247032165
1098986,"(0.04567738622426987, -0.10011135041713715, -0.7283937335014343, 0.6762566566467285)","(0.010070081800222397, -0.004876915831118822, -0.01116863638162613)","(0.03828125, 0.054132080078125006, -0.13338623046875)",1624948058,252123594
1098987,"(0.045674607157707214, -0.10014545172452927, -0.7283900380134583, 0.6762557625770569)","(-0.0037783614825457335, -0.004344283603131771, -0.010103371925652027)","(0.11903076171875, 0.08717956542968751, -0.16209716796875)",1624948058,257097721
1098988,"(0.04559371992945671, -0.10012814402580261, -0.7284129858016968, 0.6762390732765198)","(-0.010169950313866138, -0.012333770282566547, 1.6644764400552958e-05)","(0.0034393310546875, -0.026318359375000003, 0.27320251464843753)",1624948058,262121915
1098989,"(0.04560081660747528, -0.1001109927892685, -0.7284150123596191, 0.6762388944625854)","(-0.003245729021728039, -0.022453786805272102, -0.0010486200917512178)","(-0.0680389404296875, 0.0216827392578125, 0.30669860839843754)",1624948058,267115354
1098990,"(0.04559380188584328, -0.10009310394525528, -0.7284166812896729, 0.6762402653694153)","(-0.004843626171350479, -0.007540077902376652, -0.002113885013386607)","(-0.010467529296875, -0.0115142822265625, 0.40225219726562506)",1624948058,272099256
1098991,"(0.045605242252349854, -0.10007020086050034, -0.7284194827079773, 0.6762398481369019)","(-0.0016478316392749548, -0.003279018448665738, -0.0031791499350219965)","(-0.1057220458984375, 0.01256103515625, 0.29697875976562504)",1624948058,277137994
1098992,"(0.04561544209718704, -0.10005106776952744, -0.7284218072891235, 0.6762394309043884)","(0.007939551956951618, 0.010036792606115341, -0.00744020938873291)","(-0.09091796875000001, 0.012710571289062502, 0.24897766113281253)",1624948058,282146453
1098993,"(0.04561244696378708, -0.10003252327442169, -0.7284236550331116, 0.6762404441833496)","(0.009004817344248295, 0.0084388954564929, 0.006940866354852915)","(-0.047702026367187504, -0.0587677001953125, 0.12456359863281251)",1624948058,287096738
1098994,"(0.04567643254995346, -0.1000409722328186, -0.7284114360809326, 0.6762480735778809)","(0.02285326085984707, 0.018026279285550117, 0.0037450718227773905)","(-0.018243408203125002, -0.016598510742187503, -0.061907958984375004)",1624948058,292133808
1098995,"(0.045668184757232666, -0.10008504986763, -0.7284064888954163, 0.6762473583221436)","(0.012200611643493176, 0.019624177366495132, -0.0015812525525689125)","(0.1628448486328125, 0.0689361572265625, -0.3392974853515625)",1624948058,297132253
1098996,"(0.045673009008169174, -0.10010727494955063, -0.7284043431282043, 0.6762461066246033)","(0.010070081800222397, 0.015895750373601913, 0.0048103369772434235)","(0.0, 0.0494964599609375, -0.29623107910156254)",1624948058,302175760
1098997,"(0.04567279666662216, -0.10012804716825485, -0.7284021377563477, 0.676245391368866)","(-0.013898378238081932, -8.322382200276479e-05, -0.0005159876891411841)","(0.05233764648437501, 0.0157012939453125, -0.29608154296875)",1624948058,307239770
1098998,"(0.04567220062017441, -0.10014372318983078, -0.728400468826294, 0.6762449145317078)","(-0.0053762588649988174, -0.0011484887218102813, 0.0005492772324942052)","(0.0569732666015625, 0.0584686279296875, 0.00538330078125)",1624948058,312102556
1098999,"(0.04566159099340439, -0.10013659298419952, -0.7284008860588074, 0.6762462854385376)","(-0.012833112850785255, -0.012866402976214886, -0.0053096795454621315)","(0.01375732421875, -0.06564636230468751, 0.010168457031250001)",1624948058,317101001
1099000,"(0.04566311836242676, -0.10012593120336533, -0.7284020185470581, 0.6762464642524719)","(-0.010169950313866138, -0.011801137588918209, 0.004277704283595085)","(-0.038729858398437504, -0.017645263671875, 0.09630126953125001)",1624948058,322116374
1099001,"(0.045650701969861984, -0.10011135041713715, -0.7284031510353088, 0.67624831199646)","(-0.0059088910929858685, -0.011801137588918209, -0.0031791499350219965)","(0.013906860351562501, -0.04127197265625, 0.2923431396484375)",1624948058,337173700
1099002,"(0.045650701969861984, -0.10011135041713715, -0.7284031510353088, 0.67624831199646)","(-0.0059088910929858685, -0.011801137588918209, -0.0031791499350219965)","(0.013906860351562501, -0.04127197265625, 0.2923431396484375)",1624948058,337791681
1099003,"(0.045650701969861984, -0.10011135041713715, -0.7284031510353088, 0.67624831199646)","(-0.0059088910929858685, -0.011801137588918209, -0.0031791499350219965)","(0.013906860351562501, -0.04127197265625, 0.2923431396484375)",1624948058,338138103
1099004,"(0.0456494502723217, -0.1000647321343422, -0.7284079790115356, 0.6762500405311584)","(0.006874287500977516, 0.01056942529976368, -0.0031791499350219965)","(-0.0046356201171875, -0.0070281982421875, 0.191705322265625)",1624948058,342124462
1099005,"(0.04564699903130531, -0.10007497668266296, -0.7284068465232849, 0.6762499213218689)","(0.007939551956951618, 0.0073736305348575115, 0.006940866354852915)","(0.0478515625, 0.040673828125000006, 0.052935791015625004)",1624948058,347142219
1099006,"(0.045640744268894196, -0.1000950038433075, -0.7284045219421387, 0.6762499213218689)","(0.0010153305483981967, 0.019624177366495132, 0.0021471744403243065)","(0.081048583984375, 0.016598510742187503, -0.17660217285156252)",1624948058,352180480
1099007,"(0.04563303291797638, -0.10011310130357742, -0.728402316570282, 0.6762501001358032)","(0.0015479630092158914, 0.018558911979198456, -0.002113885013386607)","(0.08059997558593751, 0.006878662109375, -0.1622467041015625)",1624948058,357106924
1099008,"(0.04561621695756912, -0.10012857615947723, -0.7284001111984253, 0.6762512922286987)","(0.009004817344248295, 0.014297852292656898, 0.00907139666378498)","(0.09929199218750001, -0.05532836914062501, -0.2531646728515625)",1624948058,362123727
1099009,"(0.04562365636229515, -0.10014248639345169, -0.7283989191055298, 0.6762500405311584)","(-0.0021804641000926495, 0.005243100691586733, -0.0005159876891411841)","(0.0035888671875000003, 0.03050537109375, -0.22908935546875)",1624948058,367163181
1099010,"(0.04561790078878403, -0.10015968233346939, -0.7283968925476074, 0.6762500405311584)","(0.0031458602752536535, -0.005942180752754211, 1.6644764400552958e-05)","(0.07985229492187501, 0.039926147460937506, -0.023327636718750003)",1624948058,372096538
1099011,"(0.04560935124754906, -0.10016006976366043, -0.7283965945243835, 0.6762509346008301)","(-0.006441523786634207, -0.011801137588918209, -0.0005159876891411841)","(0.027066040039062503, -0.046206665039062504, -0.07117919921875)",1624948058,377124786
1099012,"(0.04561822861433029, -0.1001422181725502, -0.7283987402915955, 0.6762506365776062)","(0.0010153305483981967, -0.01659482903778553, 0.0037450718227773905)","(-0.0013458251953125, 0.01614990234375, 0.20157470703125002)",1624948058,382131814
1099013,"(0.045609328895807266, -0.10010755062103271, -0.7284020781517029, 0.6762527823448181)","(-0.004843626171350479, -0.01659482903778553, -0.007972842082381248)","(-0.072674560546875, -0.112451171875, 0.2684173583984375)",1624948058,387126207
1099014,"(0.04560219869017601, -0.10007541626691818, -0.728405237197876, 0.6762546300888062)","(-0.011767848394811153, -0.016062196344137192, -0.002113885013386607)","(-0.07237548828125001, -0.10228271484375001, 0.239556884765625)",1624948058,392126560
1099015,"(0.04558366537094116, -0.10002951323986053, -0.7284094095230103, 0.6762582063674927)","(0.0026132280472666025, -0.01499693188816309, 0.0016145420959219337)","(-0.06250610351562501, -0.14923706054687502, 0.46416015625)",1624948058,397154092
